model_name,id,title,pass,pass_at_1,pass_at_k,compilable,repair_rounds,code_bleu,code_bert_f1
llama3.3:70b,s0833_find_and_replace_in_string,Find And Replace in String,True,1.0,1.0,True,0,0.4243,0.8235
llama3.3:70b,s0816_ambiguous_coordinates,Ambiguous Coordinates,True,0.0,1.0,True,4,0.1687,0.7706
llama3.3:70b,s0892_surface_area_of_3d_shapes,Surface Area of 3D Shapes,True,1.0,1.0,True,0,0.3761,0.84
llama3.3:70b,s0810_chalkboard_xor_game,Chalkboard XOR Game,True,0.0,1.0,True,1,0.521,0.7883
llama3.3:70b,s0885_spiral_matrix_iii,Spiral Matrix III,True,1.0,1.0,True,0,0.181,0.7984
llama3.3:70b,s0838_push_dominoes,Push Dominoes,True,0.0,1.0,True,2,0.2824,0.822
llama3.3:70b,s0803_bricks_falling_when_hit,Bricks Falling When Hit,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s0844_backspace_string_compare,Backspace String Compare,True,1.0,1.0,True,0,0.4038,0.8002
llama3.3:70b,s0877_stone_game,Stone Game,True,1.0,1.0,True,0,0.4201,0.7962
llama3.3:70b,s0898_bitwise_ors_of_subarrays,Bitwise ORs of Subarrays,True,1.0,1.0,True,0,0.6157,0.9516
llama3.3:70b,s0865_smallest_subtree_with_all_the_deepest_nodes,Smallest Subtree with all the Deepest Nodes,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0871_minimum_number_of_refueling_stops,Minimum Number of Refueling Stops,True,1.0,1.0,True,0,0.4817,0.889
llama3.3:70b,s0881_boats_to_save_people,Boats to Save People,True,1.0,1.0,True,0,0.613,0.9587
llama3.3:70b,s0886_possible_bipartition,Possible Bipartition,True,1.0,1.0,True,0,0.3454,0.8318
llama3.3:70b,s0829_consecutive_numbers_sum,Consecutive Numbers Sum,True,1.0,1.0,True,0,0.3988,0.761
llama3.3:70b,s0883_projection_area_of_3d_shapes,Projection Area of 3D Shapes,True,1.0,1.0,True,0,0.4444,0.7797
llama3.3:70b,s0826_most_profit_assigning_work,Most Profit Assigning Work,True,1.0,1.0,True,0,0.425,0.8065
llama3.3:70b,s0817_linked_list_components,Linked List Components,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0807_max_increase_to_keep_city_skyline,Max Increase to Keep City Skyline,True,1.0,1.0,True,0,0.3535,0.8228
llama3.3:70b,s0860_lemonade_change,Lemonade Change,True,1.0,1.0,True,0,0.7346,0.9419
llama3.3:70b,s0824_goat_latin,Goat Latin,True,1.0,1.0,True,0,0.3795,0.8171
llama3.3:70b,s0869_reordered_power_of_2,Reordered Power of 2,True,1.0,1.0,True,0,0.3102,0.8145
llama3.3:70b,s0872_leaf_similar_trees,Leaf-Similar Trees,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0812_largest_triangle_area,Largest Triangle Area,True,1.0,1.0,True,0,0.5451,0.8987
llama3.3:70b,s0852_peak_index_in_a_mountain_array,Peak Index in a Mountain Array,True,1.0,1.0,True,0,0.7881,0.9356
llama3.3:70b,s0809_expressive_words,Expressive Words,True,1.0,1.0,True,0,0.4408,0.8585
llama3.3:70b,s0866_prime_palindrome,Prime Palindrome,True,1.0,1.0,True,0,0.2718,0.839
llama3.3:70b,s0854_k_similar_strings,K-Similar Strings,True,1.0,1.0,True,0,0.3547,0.8321
llama3.3:70b,s0897_increasing_order_search_tree,Increasing Order Search Tree,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0899_orderly_queue,Orderly Queue,True,0.0,1.0,True,3,0.3562,0.8204
llama3.3:70b,s0848_shifting_letters,Shifting Letters,True,1.0,1.0,True,0,0.3532,0.8772
llama3.3:70b,s0839_similar_string_groups,Similar String Groups,True,1.0,1.0,True,0,0.4819,0.8825
llama3.3:70b,s0875_koko_eating_bananas,Koko Eating Bananas,True,1.0,1.0,True,0,0.4898,0.8312
llama3.3:70b,s0876_middle_of_the_linked_list,Middle of the Linked List,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0828_count_unique_characters_of_all_substrings_of_a_given_string,Count Unique Characters of All Substrings of a Given String,True,0.0,1.0,True,2,0.2196,0.7934
llama3.3:70b,s0861_score_after_flipping_matrix,Score After Flipping Matrix,True,1.0,1.0,True,0,0.5635,0.8145
llama3.3:70b,s0801_minimum_swaps_to_make_sequences_increasing,Minimum Swaps To Make Sequences Increasing,True,0.0,1.0,True,4,0.3677,0.8299
llama3.3:70b,s0811_subdomain_visit_count,Subdomain Visit Count,True,1.0,1.0,True,0,0.3862,0.8465
llama3.3:70b,s0893_groups_of_special_equivalent_strings,Groups of Special-Equivalent Strings,True,0.0,1.0,True,1,0.3821,0.8438
llama3.3:70b,s0804_unique_morse_code_words,Unique Morse Code Words,True,1.0,1.0,True,0,0.8781,0.9457
llama3.3:70b,s0850_rectangle_area_ii,Rectangle Area II,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s0830_positions_of_large_groups,Positions of Large Groups,True,1.0,1.0,True,0,0.5771,0.9313
llama3.3:70b,s0863_all_nodes_distance_k_in_binary_tree,All Nodes Distance K in Binary Tree,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s0834_sum_of_distances_in_tree,Sum of Distances in Tree,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s0859_buddy_strings,Buddy Strings,True,1.0,1.0,True,0,0.3662,0.811
llama3.3:70b,s0835_image_overlap,Image Overlap,True,1.0,1.0,True,0,0.223,0.786
llama3.3:70b,s0870_advantage_shuffle,Advantage Shuffle,True,1.0,1.0,True,0,0.28,0.7932
llama3.3:70b,s2381_shifting_letters_ii,Shifting Letters II,True,1.0,1.0,True,0,0.2698,0.8445
llama3.3:70b,s2400_number_of_ways_to_reach_a_position_after_exactly_k_steps,Number of Ways to Reach a Position After Exactly k Steps,True,1.0,1.0,True,0,0.2837,0.821
llama3.3:70b,s2315_count_asterisks,Count Asterisks,True,1.0,1.0,True,0,0.2409,0.7876
llama3.3:70b,s2354_number_of_excellent_pairs,Number of Excellent Pairs,True,1.0,1.0,True,0,0.4827,0.9198
llama3.3:70b,s2365_task_scheduler_ii,Task Scheduler II,True,1.0,1.0,True,0,0.4621,0.8977
llama3.3:70b,s2304_minimum_path_cost_in_a_grid,Minimum Path Cost in a Grid,True,1.0,1.0,True,0,0.5018,0.85
llama3.3:70b,s2364_count_number_of_bad_pairs,Count Number of Bad Pairs,True,1.0,1.0,True,0,0.7014,0.8933
llama3.3:70b,s0814_binary_tree_pruning,Binary Tree Pruning,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2342_max_sum_of_a_pair_with_equal_sum_of_digits,Max Sum of a Pair With Equal Sum of Digits,True,0.0,1.0,True,2,0.3375,0.7625
llama3.3:70b,s2318_number_of_distinct_roll_sequences,Number of Distinct Roll Sequences,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2352_equal_row_and_column_pairs,Equal Row and Column Pairs,True,1.0,1.0,True,0,0.5243,0.8854
llama3.3:70b,s2316_count_unreachable_pairs_of_nodes_in_an_undirected_graph,Count Unreachable Pairs of Nodes in an Undirected Graph,True,1.0,1.0,True,0,0.31,0.7989
llama3.3:70b,s2398_maximum_number_of_robots_within_budget,Maximum Number of Robots Within Budget,True,0.0,1.0,True,2,0.2913,0.7489
llama3.3:70b,s2359_find_closest_node_to_given_two_nodes,Find Closest Node to Given Two Nodes,True,1.0,1.0,True,0,0.4171,0.8519
llama3.3:70b,s2385_amount_of_time_for_binary_tree_to_be_infected,Amount of Time for Binary Tree to Be Infected,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2350_shortest_impossible_sequence_of_rolls,Shortest Impossible Sequence of Rolls,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2337_move_pieces_to_obtain_a_string,Move Pieces to Obtain a String,True,1.0,1.0,True,0,0.3599,0.797
llama3.3:70b,s2366_minimum_replacements_to_sort_the_array,Minimum Replacements to Sort the Array,True,0.0,1.0,True,1,0.3274,0.8198
llama3.3:70b,s2383_minimum_hours_of_training_to_win_a_competition,Minimum Hours of Training to Win a Competition,True,1.0,1.0,True,0,0.3353,0.8821
llama3.3:70b,s2301_match_substring_after_replacement,Match Substring After Replacement,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2327_number_of_people_aware_of_a_secret,Number of People Aware of a Secret,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2321_maximum_score_of_spliced_array,Maximum Score Of Spliced Array,True,0.0,1.0,True,2,0.3848,0.7846
llama3.3:70b,s2391_minimum_amount_of_time_to_collect_garbage,Minimum Amount of Time to Collect Garbage,True,1.0,1.0,True,0,0.356,0.794
llama3.3:70b,s2399_check_distances_between_same_letters,Check Distances Between Same Letters,True,1.0,1.0,True,0,0.3867,0.8016
llama3.3:70b,s2326_spiral_matrix_iv,Spiral Matrix IV,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2380_time_needed_to_rearrange_a_binary_string,Time Needed to Rearrange a Binary String,True,1.0,1.0,True,0,0.2824,0.7605
llama3.3:70b,s2396_strictly_palindromic_number,Strictly Palindromic Number,True,1.0,1.0,True,0,0.3343,0.7988
llama3.3:70b,s2305_fair_distribution_of_cookies,Fair Distribution of Cookies,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2367_number_of_arithmetic_triplets,Number of Arithmetic Triplets,True,1.0,1.0,True,0,0.7047,0.9581
llama3.3:70b,s2348_number_of_zero_filled_subarrays,Number of Zero-Filled Subarrays,True,1.0,1.0,True,0,0.5171,0.7818
llama3.3:70b,s2328_number_of_increasing_paths_in_a_grid,Number of Increasing Paths in a Grid,True,1.0,1.0,True,0,0.2812,0.8197
llama3.3:70b,s2386_find_the_k_sum_of_an_array,Find the K-Sum of an Array,True,1.0,1.0,True,0,0.2439,0.7745
llama3.3:70b,s2374_node_with_highest_edge_score,Node With Highest Edge Score,True,1.0,1.0,True,0,0.544,0.9215
llama3.3:70b,s2395_find_subarrays_with_equal_sum,Find Subarrays With Equal Sum,True,1.0,1.0,True,0,0.7574,0.9663
llama3.3:70b,s2334_subarray_with_elements_greater_than_varying_threshold,Subarray With Elements Greater Than Varying Threshold,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2357_make_array_zero_by_subtracting_equal_amounts,Make Array Zero by Subtracting Equal Amounts,True,1.0,1.0,True,0,0.5133,0.8647
llama3.3:70b,s2302_count_subarrays_with_score_less_than_k,Count Subarrays With Score Less Than K,True,1.0,1.0,True,0,0.5076,0.845
llama3.3:70b,s2322_minimum_score_after_removals_on_a_tree,Minimum Score After Removals on a Tree,True,0.0,1.0,True,1,0.3568,0.8394
llama3.3:70b,s2306_naming_a_company,Naming a Company,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2344_minimum_deletions_to_make_array_divisible,Minimum Deletions to Make Array Divisible,True,0.0,1.0,True,1,0.3274,0.8477
llama3.3:70b,s2376_count_special_integers,Count Special Integers,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2370_longest_ideal_subsequence,Longest Ideal Subsequence,True,1.0,1.0,True,0,0.2264,0.7832
llama3.3:70b,s2335_minimum_amount_of_time_to_fill_cups,Minimum Amount of Time to Fill Cups,True,1.0,1.0,True,0,0.6646,0.9662
llama3.3:70b,s2338_count_the_number_of_ideal_arrays,Count the Number of Ideal Arrays,True,1.0,1.0,True,0,0.2999,0.8822
llama3.3:70b,s2384_largest_palindromic_number,Largest Palindromic Number,True,0.0,1.0,True,1,0.3761,0.8575
llama3.3:70b,s2369_check_if_there_is_a_valid_partition_for_the_array,Check if There is a Valid Partition For The Array,True,1.0,1.0,True,0,0.2622,0.7927
llama3.3:70b,s2325_decode_the_message,Decode the Message,True,1.0,1.0,True,0,0.4404,0.8341
llama3.3:70b,s2309_greatest_english_letter_in_upper_and_lower_case,Greatest English Letter in Upper and Lower Case,True,1.0,1.0,True,0,0.3194,0.8132
llama3.3:70b,s2382_maximum_segment_sum_after_removals,Maximum Segment Sum After Removals,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2360_longest_cycle_in_a_graph,Longest Cycle in a Graph,True,1.0,1.0,True,0,0.3467,0.8007
llama3.3:70b,s2347_best_poker_hand,Best Poker Hand,True,1.0,1.0,True,0,0.3952,0.8649
llama3.3:70b,s2351_first_letter_to_appear_twice,First Letter to Appear Twice,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2390_removing_stars_from_a_string,Removing Stars From a String,True,1.0,1.0,True,0,0.3688,0.8556
llama3.3:70b,s2358_maximum_number_of_groups_entering_a_competition,Maximum Number of Groups Entering a Competition,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2303_calculate_amount_paid_in_taxes,Calculate Amount Paid in Taxes,True,1.0,1.0,True,0,0.3786,0.76
llama3.3:70b,s2319_check_if_matrix_is_x_matrix,Check if Matrix Is X-Matrix,True,1.0,1.0,True,0,0.5797,0.8322
llama3.3:70b,s2397_maximum_rows_covered_by_columns,Maximum Rows Covered by Columns,True,1.0,1.0,True,0,0.3776,0.7939
llama3.3:70b,s2331_evaluate_boolean_binary_tree,Evaluate Boolean Binary Tree,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2363_merge_similar_items,Merge Similar Items,True,1.0,1.0,True,0,0.3676,0.8506
llama3.3:70b,s2312_selling_pieces_of_wood,Selling Pieces of Wood,True,1.0,1.0,True,0,0.5609,0.9005
llama3.3:70b,s2379_minimum_recolors_to_get_k_consecutive_black_blocks,Minimum Recolors to Get K Consecutive Black Blocks,True,1.0,1.0,True,0,0.368,0.8169
llama3.3:70b,s2333_minimum_sum_of_squared_difference,Minimum Sum of Squared Difference,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2373_largest_local_values_in_a_matrix,Largest Local Values in a Matrix,True,1.0,1.0,True,0,0.6565,0.8818
llama3.3:70b,s2317_maximum_xor_after_operations,Maximum XOR After Operations,True,0.0,1.0,True,3,0.5283,0.7226
llama3.3:70b,s2341_maximum_number_of_pairs_in_array,Maximum Number of Pairs in Array,True,1.0,1.0,True,0,0.6198,0.9182
llama3.3:70b,s2392_build_a_matrix_with_conditions,Build a Matrix With Conditions,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2343_query_kth_smallest_trimmed_number,Query Kth Smallest Trimmed Number,True,1.0,1.0,True,0,0.2882,0.81
llama3.3:70b,s2320_count_number_of_ways_to_place_houses,Count Number of Ways to Place Houses,True,1.0,1.0,True,0,0.2461,0.7476
llama3.3:70b,s2368_reachable_nodes_with_restrictions,Reachable Nodes With Restrictions,True,1.0,1.0,True,0,0.44,0.8395
llama3.3:70b,s2310_sum_of_numbers_with_units_digit_k,Sum of Numbers With Units Digit K,True,0.0,1.0,True,2,0.3578,0.7912
llama3.3:70b,s2389_longest_subsequence_with_limited_sum,Longest Subsequence With Limited Sum,True,1.0,1.0,True,0,0.483,0.8787
llama3.3:70b,s2311_longest_binary_subsequence_less_than_or_equal_to_k,Longest Binary Subsequence Less Than or Equal to K,True,0.0,1.0,True,1,0.3823,0.7328
llama3.3:70b,s2442_count_number_of_distinct_integers_after_reverse_operations,Count Number of Distinct Integers After Reverse Operations,True,1.0,1.0,True,0,0.6053,0.8903
llama3.3:70b,s2375_construct_smallest_number_from_di_string,Construct Smallest Number From DI String,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2488_count_subarrays_with_median_k,Count Subarrays With Median K,True,1.0,1.0,True,0,0.2809,0.8251
llama3.3:70b,s2500_delete_greatest_value_in_each_row,Delete Greatest Value in Each Row,True,0.0,1.0,True,1,0.4924,0.853
llama3.3:70b,s2415_reverse_odd_levels_of_binary_tree,Reverse Odd Levels of Binary Tree,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2332_the_latest_time_to_catch_a_bus,The Latest Time to Catch a Bus,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2419_longest_subarray_with_maximum_bitwise_and,Longest Subarray With Maximum Bitwise AND,True,1.0,1.0,True,0,0.3345,0.7759
llama3.3:70b,s2490_circular_sentence,Circular Sentence,True,1.0,1.0,True,0,0.3632,0.8173
llama3.3:70b,s2405_optimal_partition_of_string,Optimal Partition of String,True,1.0,1.0,True,0,0.5145,0.8946
llama3.3:70b,s2432_the_employee_that_worked_on_the_longest_task,The Employee That Worked on the Longest Task,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2475_number_of_unequal_triplets_in_array,Number of Unequal Triplets in Array,True,1.0,1.0,True,0,0.4041,0.7967
llama3.3:70b,s2426_number_of_pairs_satisfying_inequality,Number of Pairs Satisfying Inequality,True,0.0,1.0,True,1,0.2092,0.8414
llama3.3:70b,s2447_number_of_subarrays_with_gcd_equal_to_k,Number of Subarrays With GCD Equal to K,True,1.0,1.0,True,0,0.6015,0.8956
llama3.3:70b,s2413_smallest_even_multiple,Smallest Even Multiple,True,1.0,1.0,True,0,0.5264,0.7373
llama3.3:70b,s2428_maximum_sum_of_an_hourglass,Maximum Sum of an Hourglass,True,1.0,1.0,True,0,0.2849,0.7813
llama3.3:70b,s2482_difference_between_ones_and_zeros_in_row_and_column,Difference Between Ones and Zeros in Row and Column,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2451_odd_string_difference,Odd String Difference,True,1.0,1.0,True,0,0.4467,0.8783
llama3.3:70b,s2449_minimum_number_of_operations_to_make_arrays_similar,Minimum Number of Operations to Make Arrays Similar,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2463_minimum_total_distance_traveled,Minimum Total Distance Traveled,True,0.0,1.0,True,1,0.2244,0.8065
llama3.3:70b,s2406_divide_intervals_into_minimum_number_of_groups,Divide Intervals Into Minimum Number of Groups,True,1.0,1.0,True,0,0.2699,0.7807
llama3.3:70b,s2446_determine_if_two_events_have_conflict,Determine if Two Events Have Conflict,True,0.0,1.0,True,1,0.2986,0.8035
llama3.3:70b,s2460_apply_operations_to_an_array,Apply Operations to an Array,True,1.0,1.0,True,0,0.6683,0.9279
llama3.3:70b,s2430_maximum_deletions_on_a_string,Maximum Deletions on a String,True,1.0,1.0,True,0,0.2059,0.828
llama3.3:70b,s2458_height_of_binary_tree_after_subtree_removal_queries,Height of Binary Tree After Subtree Removal Queries,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2409_count_days_spent_together,Count Days Spent Together,True,1.0,1.0,True,0,0.3042,0.8167
llama3.3:70b,s2411_smallest_subarrays_with_maximum_bitwise_or,Smallest Subarrays With Maximum Bitwise OR,True,0.0,1.0,True,1,0.3882,0.8752
llama3.3:70b,s2486_append_characters_to_string_to_make_subsequence,Append Characters to String to Make Subsequence,True,1.0,1.0,True,0,0.328,0.789
llama3.3:70b,s2476_closest_nodes_queries_in_a_binary_search_tree,Closest Nodes Queries in a Binary Search Tree,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2416_sum_of_prefix_scores_of_strings,Sum of Prefix Scores of Strings,True,1.0,1.0,True,0,0.3543,0.8346
llama3.3:70b,s2462_total_cost_to_hire_k_workers,Total Cost to Hire K Workers,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2456_most_popular_video_creator,Most Popular Video Creator,True,1.0,1.0,True,0,0.6021,0.9146
llama3.3:70b,s2453_destroy_sequential_targets,Destroy Sequential Targets,True,1.0,1.0,True,0,0.6032,0.9373
llama3.3:70b,s2401_longest_nice_subarray,Longest Nice Subarray,True,0.0,1.0,True,1,0.4577,0.8708
llama3.3:70b,s2492_minimum_score_of_a_path_between_two_cities,Minimum Score of a Path Between Two Cities,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2425_bitwise_xor_of_all_pairings,Bitwise XOR of All Pairings,True,1.0,1.0,True,0,0.7067,0.8154
llama3.3:70b,s2410_maximum_matching_of_players_with_trainers,Maximum Matching of Players With Trainers,True,1.0,1.0,True,0,0.5029,0.8966
llama3.3:70b,s2497_maximum_star_sum_of_a_graph,Maximum Star Sum of a Graph,True,1.0,1.0,True,0,0.3801,0.8268
llama3.3:70b,s2477_minimum_fuel_cost_to_report_to_the_capital,Minimum Fuel Cost to Report to the Capital,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2435_paths_in_matrix_whose_sum_is_divisible_by_k,Paths in Matrix Whose Sum Is Divisible by K,True,0.0,1.0,True,2,0.3643,0.8458
llama3.3:70b,s2418_sort_the_people,Sort the People,True,1.0,1.0,True,0,0.2697,0.7598
llama3.3:70b,s2471_minimum_number_of_operations_to_sort_a_binary_tree_by_level,Minimum Number of Operations to Sort a Binary Tree by Level,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2420_find_all_good_indices,Find All Good Indices,True,1.0,1.0,True,0,0.47,0.8568
llama3.3:70b,s2414_length_of_the_longest_alphabetical_continuous_substring,Length of the Longest Alphabetical Continuous Substring,True,1.0,1.0,True,0,0.3771,0.7889
llama3.3:70b,s2469_convert_the_temperature,Convert the Temperature,True,1.0,1.0,True,0,0.4503,0.7927
llama3.3:70b,s2485_find_the_pivot_integer,Find the Pivot Integer,True,1.0,1.0,True,0,0.453,0.8588
llama3.3:70b,s2467_most_profitable_path_in_a_tree,Most Profitable Path in a Tree,True,1.0,1.0,True,0,0.2534,0.8053
llama3.3:70b,s2437_number_of_valid_clock_times,Number of Valid Clock Times,True,1.0,1.0,True,0,0.2141,0.7574
llama3.3:70b,s2498_frog_jump_ii,Frog Jump II,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2478_number_of_beautiful_partitions,Number of Beautiful Partitions,True,1.0,1.0,True,0,0.223,0.8164
llama3.3:70b,s2481_minimum_cuts_to_divide_a_circle,Minimum Cuts to Divide a Circle,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2491_divide_players_into_teams_of_equal_skill,Divide Players Into Teams of Equal Skill,True,0.0,1.0,True,1,0.4455,0.852
llama3.3:70b,s2448_minimum_cost_to_make_array_equal,Minimum Cost to Make Array Equal,True,1.0,1.0,True,0,0.2921,0.8148
llama3.3:70b,s2483_minimum_penalty_for_a_shop,Minimum Penalty for a Shop,True,1.0,1.0,True,0,0.2771,0.7977
llama3.3:70b,s2465_number_of_distinct_averages,Number of Distinct Averages,True,1.0,1.0,True,0,0.7466,0.9625
llama3.3:70b,s2472_maximum_number_of_non_overlapping_palindrome_substrings,Maximum Number of Non-overlapping Palindrome Substrings,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2457_minimum_addition_to_make_integer_beautiful,Minimum Addition to Make Integer Beautiful,True,0.0,1.0,True,1,0.2933,0.8385
llama3.3:70b,s2439_minimize_maximum_of_array,Minimize Maximum of Array,True,1.0,1.0,True,0,0.8156,0.8645
llama3.3:70b,s2440_create_components_with_same_value,Create Components With Same Value,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2429_minimize_xor,Minimize XOR,True,0.0,1.0,True,2,0.2396,0.7486
llama3.3:70b,s2496_maximum_value_of_a_string_in_an_array,Maximum Value of a String in an Array,True,1.0,1.0,True,0,0.3466,0.7815
llama3.3:70b,s2407_longest_increasing_subsequence_ii,Longest Increasing Subsequence II,True,0.0,1.0,True,4,0.1986,0.7568
llama3.3:70b,s2454_next_greater_element_iv,Next Greater Element IV,True,1.0,1.0,True,0,0.7755,0.9737
llama3.3:70b,s2421_number_of_good_paths,Number of Good Paths,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2444_count_subarrays_with_fixed_bounds,Count Subarrays With Fixed Bounds,True,1.0,1.0,True,0,0.2845,0.8085
llama3.3:70b,s2438_range_product_queries_of_powers,Range Product Queries of Powers,True,1.0,1.0,True,0,0.3218,0.8522
llama3.3:70b,s2433_find_the_original_array_of_prefix_xor,Find The Original Array of Prefix Xor,True,1.0,1.0,True,0,0.4819,0.8908
llama3.3:70b,s2455_average_value_of_even_numbers_that_are_divisible_by_three,Average Value of Even Numbers That Are Divisible by Three,True,1.0,1.0,True,0,0.6481,0.8831
llama3.3:70b,s2404_most_frequent_even_element,Most Frequent Even Element,True,1.0,1.0,True,0,0.4106,0.851
llama3.3:70b,s2493_divide_nodes_into_the_maximum_number_of_groups,Divide Nodes Into the Maximum Number of Groups,False,0.0,0.0,False,4,0.0,0.0
llama3.3:70b,s2443_sum_of_number_and_its_reverse,Sum of Number and Its Reverse,True,1.0,1.0,True,0,0.5532,0.8317
llama3.3:70b,s2452_words_within_two_edits_of_dictionary,Words Within Two Edits of Dictionary,True,1.0,1.0,True,0,0.215,0.7583
llama3.3:70b,s2423_remove_letter_to_equalize_frequency,Remove Letter To Equalize Frequency,True,0.0,1.0,True,1,0.262,0.7956
llama3.3:70b,s2402_meeting_rooms_iii,Meeting Rooms III,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2412_minimum_money_required_before_transactions,Minimum Money Required Before Transactions,False,0.0,0.0,True,4,0.0,0.0
llama3.3:70b,s2466_count_ways_to_build_good_strings,Count Ways To Build Good Strings,True,1.0,1.0,True,0,0.3135,0.8435
llama3.3:70b,s2470_number_of_subarrays_with_lcm_equal_to_k,Number of Subarrays With LCM Equal to K,True,1.0,1.0,True,0,0.6512,0.863
llama3.3:70b,s2461_maximum_sum_of_distinct_subarrays_with_length_k,Maximum Sum of Distinct Subarrays With Length K,True,0.0,1.0,True,1,0.4765,0.8547
