model_name,id,title,pass,pass_at_1,pass_at_k,compilable,repair_rounds,code_bleu,code_bert_f1
gemma3:12b,s2334_subarray_with_elements_greater_than_varying_threshold,Subarray With Elements Greater Than Varying Threshold,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2374_node_with_highest_edge_score,Node With Highest Edge Score,True,0.0,1.0,True,1,0.3728,0.8097
gemma3:12b,s2328_number_of_increasing_paths_in_a_grid,Number of Increasing Paths in a Grid,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2395_find_subarrays_with_equal_sum,Find Subarrays With Equal Sum,True,1.0,1.0,True,0,0.6263,0.9268
gemma3:12b,s2357_make_array_zero_by_subtracting_equal_amounts,Make Array Zero by Subtracting Equal Amounts,True,0.0,1.0,True,2,0.3946,0.723
gemma3:12b,s2302_count_subarrays_with_score_less_than_k,Count Subarrays With Score Less Than K,True,1.0,1.0,True,0,0.5686,0.9461
gemma3:12b,s2306_naming_a_company,Naming a Company,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2344_minimum_deletions_to_make_array_divisible,Minimum Deletions to Make Array Divisible,True,1.0,1.0,True,0,0.4161,0.8288
gemma3:12b,s2376_count_special_integers,Count Special Integers,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2322_minimum_score_after_removals_on_a_tree,Minimum Score After Removals on a Tree,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2370_longest_ideal_subsequence,Longest Ideal Subsequence,True,1.0,1.0,True,0,0.2552,0.7796
gemma3:12b,s2384_largest_palindromic_number,Largest Palindromic Number,True,0.0,1.0,True,3,0.2924,0.8004
gemma3:12b,s2335_minimum_amount_of_time_to_fill_cups,Minimum Amount of Time to Fill Cups,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2369_check_if_there_is_a_valid_partition_for_the_array,Check if There is a Valid Partition For The Array,True,1.0,1.0,True,0,0.282,0.7943
gemma3:12b,s2338_count_the_number_of_ideal_arrays,Count the Number of Ideal Arrays,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2382_maximum_segment_sum_after_removals,Maximum Segment Sum After Removals,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2325_decode_the_message,Decode the Message,True,1.0,1.0,True,0,0.4184,0.8294
gemma3:12b,s2358_maximum_number_of_groups_entering_a_competition,Maximum Number of Groups Entering a Competition,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2360_longest_cycle_in_a_graph,Longest Cycle in a Graph,True,1.0,1.0,True,0,0.3706,0.8453
gemma3:12b,s2309_greatest_english_letter_in_upper_and_lower_case,Greatest English Letter in Upper and Lower Case,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2351_first_letter_to_appear_twice,First Letter to Appear Twice,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2347_best_poker_hand,Best Poker Hand,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2390_removing_stars_from_a_string,Removing Stars From a String,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2303_calculate_amount_paid_in_taxes,Calculate Amount Paid in Taxes,True,1.0,1.0,True,0,0.4893,0.8046
gemma3:12b,s2333_minimum_sum_of_squared_difference,Minimum Sum of Squared Difference,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2319_check_if_matrix_is_x_matrix,Check if Matrix Is X-Matrix,True,0.0,1.0,True,1,0.6014,0.8445
gemma3:12b,s2397_maximum_rows_covered_by_columns,Maximum Rows Covered by Columns,True,1.0,1.0,True,0,0.3299,0.7608
gemma3:12b,s2331_evaluate_boolean_binary_tree,Evaluate Boolean Binary Tree,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2363_merge_similar_items,Merge Similar Items,True,1.0,1.0,True,0,0.4183,0.8267
gemma3:12b,s2312_selling_pieces_of_wood,Selling Pieces of Wood,True,1.0,1.0,True,0,0.3661,0.8359
gemma3:12b,s2379_minimum_recolors_to_get_k_consecutive_black_blocks,Minimum Recolors to Get K Consecutive Black Blocks,True,1.0,1.0,True,0,0.4173,0.8226
gemma3:12b,s2373_largest_local_values_in_a_matrix,Largest Local Values in a Matrix,True,1.0,1.0,True,0,0.6754,0.8817
gemma3:12b,s2317_maximum_xor_after_operations,Maximum XOR After Operations,True,0.0,1.0,True,2,0.5183,0.8439
gemma3:12b,s2341_maximum_number_of_pairs_in_array,Maximum Number of Pairs in Array,True,1.0,1.0,True,0,0.3396,0.8063
gemma3:12b,s2310_sum_of_numbers_with_units_digit_k,Sum of Numbers With Units Digit K,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2343_query_kth_smallest_trimmed_number,Query Kth Smallest Trimmed Number,True,1.0,1.0,True,0,0.2791,0.7711
gemma3:12b,s2392_build_a_matrix_with_conditions,Build a Matrix With Conditions,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2368_reachable_nodes_with_restrictions,Reachable Nodes With Restrictions,True,1.0,1.0,True,0,0.5052,0.834
gemma3:12b,s2320_count_number_of_ways_to_place_houses,Count Number of Ways to Place Houses,True,0.0,1.0,True,1,0.242,0.7309
gemma3:12b,s2375_construct_smallest_number_from_di_string,Construct Smallest Number From DI String,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2389_longest_subsequence_with_limited_sum,Longest Subsequence With Limited Sum,True,1.0,1.0,True,0,0.39,0.8074
gemma3:12b,s2442_count_number_of_distinct_integers_after_reverse_operations,Count Number of Distinct Integers After Reverse Operations,True,1.0,1.0,True,0,0.6449,0.9357
gemma3:12b,s2488_count_subarrays_with_median_k,Count Subarrays With Median K,True,1.0,1.0,True,0,0.2339,0.7776
gemma3:12b,s2311_longest_binary_subsequence_less_than_or_equal_to_k,Longest Binary Subsequence Less Than or Equal to K,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2332_the_latest_time_to_catch_a_bus,The Latest Time to Catch a Bus,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2432_the_employee_that_worked_on_the_longest_task,The Employee That Worked on the Longest Task,True,1.0,1.0,True,0,0.4599,0.8067
gemma3:12b,s2500_delete_greatest_value_in_each_row,Delete Greatest Value in Each Row,True,0.0,1.0,True,1,0.416,0.8104
gemma3:12b,s2419_longest_subarray_with_maximum_bitwise_and,Longest Subarray With Maximum Bitwise AND,True,1.0,1.0,True,0,0.3592,0.8019
gemma3:12b,s2490_circular_sentence,Circular Sentence,True,1.0,1.0,True,0,0.3608,0.8013
gemma3:12b,s2415_reverse_odd_levels_of_binary_tree,Reverse Odd Levels of Binary Tree,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2405_optimal_partition_of_string,Optimal Partition of String,True,1.0,1.0,True,0,0.3268,0.7567
gemma3:12b,s2475_number_of_unequal_triplets_in_array,Number of Unequal Triplets in Array,True,1.0,1.0,True,0,0.3552,0.7957
gemma3:12b,s2447_number_of_subarrays_with_gcd_equal_to_k,Number of Subarrays With GCD Equal to K,True,1.0,1.0,True,0,0.5024,0.799
gemma3:12b,s2413_smallest_even_multiple,Smallest Even Multiple,True,1.0,1.0,True,0,0.5839,0.8446
gemma3:12b,s2482_difference_between_ones_and_zeros_in_row_and_column,Difference Between Ones and Zeros in Row and Column,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2449_minimum_number_of_operations_to_make_arrays_similar,Minimum Number of Operations to Make Arrays Similar,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2426_number_of_pairs_satisfying_inequality,Number of Pairs Satisfying Inequality,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2428_maximum_sum_of_an_hourglass,Maximum Sum of an Hourglass,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2463_minimum_total_distance_traveled,Minimum Total Distance Traveled,True,1.0,1.0,True,0,0.2321,0.7858
gemma3:12b,s2446_determine_if_two_events_have_conflict,Determine if Two Events Have Conflict,True,1.0,1.0,True,0,0.1828,0.7386
gemma3:12b,s2406_divide_intervals_into_minimum_number_of_groups,Divide Intervals Into Minimum Number of Groups,True,1.0,1.0,True,0,0.2379,0.7376
gemma3:12b,s2451_odd_string_difference,Odd String Difference,True,0.0,1.0,True,3,0.2959,0.8143
gemma3:12b,s2460_apply_operations_to_an_array,Apply Operations to an Array,True,1.0,1.0,True,0,0.5493,0.8667
gemma3:12b,s2458_height_of_binary_tree_after_subtree_removal_queries,Height of Binary Tree After Subtree Removal Queries,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2430_maximum_deletions_on_a_string,Maximum Deletions on a String,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2411_smallest_subarrays_with_maximum_bitwise_or,Smallest Subarrays With Maximum Bitwise OR,True,1.0,1.0,True,0,0.3746,0.8656
gemma3:12b,s2476_closest_nodes_queries_in_a_binary_search_tree,Closest Nodes Queries in a Binary Search Tree,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2486_append_characters_to_string_to_make_subsequence,Append Characters to String to Make Subsequence,True,1.0,1.0,True,0,0.3385,0.7861
gemma3:12b,s2462_total_cost_to_hire_k_workers,Total Cost to Hire K Workers,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2409_count_days_spent_together,Count Days Spent Together,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2492_minimum_score_of_a_path_between_two_cities,Minimum Score of a Path Between Two Cities,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2416_sum_of_prefix_scores_of_strings,Sum of Prefix Scores of Strings,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2456_most_popular_video_creator,Most Popular Video Creator,True,1.0,1.0,True,0,0.5507,0.8837
gemma3:12b,s2401_longest_nice_subarray,Longest Nice Subarray,True,1.0,1.0,True,0,0.4736,0.8407
gemma3:12b,s2453_destroy_sequential_targets,Destroy Sequential Targets,True,1.0,1.0,True,0,0.4214,0.8021
gemma3:12b,s2425_bitwise_xor_of_all_pairings,Bitwise XOR of All Pairings,True,1.0,1.0,True,0,0.3912,0.8255
gemma3:12b,s2410_maximum_matching_of_players_with_trainers,Maximum Matching of Players With Trainers,True,1.0,1.0,True,0,0.4469,0.7948
gemma3:12b,s2497_maximum_star_sum_of_a_graph,Maximum Star Sum of a Graph,True,0.0,1.0,True,3,0.3662,0.7906
gemma3:12b,s2435_paths_in_matrix_whose_sum_is_divisible_by_k,Paths in Matrix Whose Sum Is Divisible by K,True,1.0,1.0,True,0,0.3817,0.835
gemma3:12b,s2471_minimum_number_of_operations_to_sort_a_binary_tree_by_level,Minimum Number of Operations to Sort a Binary Tree by Level,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2418_sort_the_people,Sort the People,True,1.0,1.0,True,0,0.2507,0.7219
gemma3:12b,s2477_minimum_fuel_cost_to_report_to_the_capital,Minimum Fuel Cost to Report to the Capital,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2481_minimum_cuts_to_divide_a_circle,Minimum Cuts to Divide a Circle,True,0.0,1.0,True,2,0.625,0.8625
gemma3:12b,s2420_find_all_good_indices,Find All Good Indices,True,1.0,1.0,True,0,0.4483,0.8956
gemma3:12b,s2414_length_of_the_longest_alphabetical_continuous_substring,Length of the Longest Alphabetical Continuous Substring,True,1.0,1.0,True,0,0.4331,0.8213
gemma3:12b,s2469_convert_the_temperature,Convert the Temperature,True,1.0,1.0,True,0,0.5652,0.8722
gemma3:12b,s2498_frog_jump_ii,Frog Jump II,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2485_find_the_pivot_integer,Find the Pivot Integer,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2467_most_profitable_path_in_a_tree,Most Profitable Path in a Tree,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2472_maximum_number_of_non_overlapping_palindrome_substrings,Maximum Number of Non-overlapping Palindrome Substrings,True,0.0,1.0,True,4,0.3776,0.8078
gemma3:12b,s2478_number_of_beautiful_partitions,Number of Beautiful Partitions,True,0.0,1.0,True,4,0.2642,0.8079
gemma3:12b,s2491_divide_players_into_teams_of_equal_skill,Divide Players Into Teams of Equal Skill,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2448_minimum_cost_to_make_array_equal,Minimum Cost to Make Array Equal,True,1.0,1.0,True,0,0.4413,0.8213
gemma3:12b,s2440_create_components_with_same_value,Create Components With Same Value,True,0.0,1.0,True,4,0.3355,0.7909
gemma3:12b,s2483_minimum_penalty_for_a_shop,Minimum Penalty for a Shop,True,1.0,1.0,True,0,0.4613,0.813
gemma3:12b,s2465_number_of_distinct_averages,Number of Distinct Averages,True,1.0,1.0,True,0,0.7344,0.9562
gemma3:12b,s2437_number_of_valid_clock_times,Number of Valid Clock Times,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2407_longest_increasing_subsequence_ii,Longest Increasing Subsequence II,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2439_minimize_maximum_of_array,Minimize Maximum of Array,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2457_minimum_addition_to_make_integer_beautiful,Minimum Addition to Make Integer Beautiful,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2496_maximum_value_of_a_string_in_an_array,Maximum Value of a String in an Array,True,0.0,1.0,True,1,0.3409,0.8001
gemma3:12b,s2421_number_of_good_paths,Number of Good Paths,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2429_minimize_xor,Minimize XOR,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2454_next_greater_element_iv,Next Greater Element IV,True,0.0,1.0,True,3,0.2479,0.7704
gemma3:12b,s2493_divide_nodes_into_the_maximum_number_of_groups,Divide Nodes Into the Maximum Number of Groups,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2402_meeting_rooms_iii,Meeting Rooms III,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2444_count_subarrays_with_fixed_bounds,Count Subarrays With Fixed Bounds,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2455_average_value_of_even_numbers_that_are_divisible_by_three,Average Value of Even Numbers That Are Divisible by Three,True,1.0,1.0,True,0,0.7967,0.8931
gemma3:12b,s2438_range_product_queries_of_powers,Range Product Queries of Powers,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2404_most_frequent_even_element,Most Frequent Even Element,True,1.0,1.0,True,0,0.4946,0.8916
gemma3:12b,s2443_sum_of_number_and_its_reverse,Sum of Number and Its Reverse,True,1.0,1.0,True,0,0.5841,0.833
gemma3:12b,s2433_find_the_original_array_of_prefix_xor,Find The Original Array of Prefix Xor,True,0.0,1.0,True,4,0.5111,0.8659
gemma3:12b,s2423_remove_letter_to_equalize_frequency,Remove Letter To Equalize Frequency,True,1.0,1.0,True,0,0.2354,0.7376
gemma3:12b,s2412_minimum_money_required_before_transactions,Minimum Money Required Before Transactions,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2452_words_within_two_edits_of_dictionary,Words Within Two Edits of Dictionary,False,0.0,0.0,False,4,0.0,0.0
gemma3:12b,s2466_count_ways_to_build_good_strings,Count Ways To Build Good Strings,True,1.0,1.0,True,0,0.3616,0.8505
gemma3:12b,s2470_number_of_subarrays_with_lcm_equal_to_k,Number of Subarrays With LCM Equal to K,True,1.0,1.0,True,0,0.5616,0.8534
gemma3:12b,s2461_maximum_sum_of_distinct_subarrays_with_length_k,Maximum Sum of Distinct Subarrays With Length K,True,0.0,1.0,True,1,0.4026,0.8274
gemma3:12b,s2427_number_of_common_factors,Number of Common Factors,True,1.0,1.0,True,0,0.862,0.8612
gemma3:12b,s2468_split_message_based_on_limit,Split Message Based on Limit,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2484_count_palindromic_subsequences,Count Palindromic Subsequences,False,0.0,0.0,True,4,0.0,0.0
gemma3:12b,s2434_using_a_robot_to_print_the_lexicographically_smallest_string,Using a Robot to Print the Lexicographically Smallest String,False,0.0,0.0,True,4,0.0,0.0
