ID,Title,N_Samples,Pass_At_1_Attempt,Num_Passed,Compilable_Count,Compilable_Rate,First_Pass_Attempt,Avg_Code_BLEU,Avg_CodeBERT_F1,First_Pass_Code_BLEU,First_Pass_CodeBERT_F1
s0846_hand_of_straights,Hand of Straights,5,1,4,1,1.0000,0,0.4954,0.8541,0.4954,0.8541
s0820_short_encoding_of_words,Short Encoding of Words,5,1,2,1,1.0000,0,0.2160,0.7556,0.2160,0.7556
s0845_longest_mountain_in_array,Longest Mountain in Array,5,1,5,1,1.0000,0,0.3669,0.7830,0.3669,0.7830
s0862_shortest_subarray_with_sum_at_least_k,Shortest Subarray with Sum at Least K,5,1,5,1,1.0000,0,0.4242,0.8255,0.4242,0.8255
s0816_ambiguous_coordinates,Ambiguous Coordinates,5,1,5,1,1.0000,0,0.1872,0.7606,0.1872,0.7606
s0806_number_of_lines_to_write_string,Number of Lines To Write String,5,1,5,1,1.0000,0,0.3272,0.8227,0.3272,0.8227
s0803_bricks_falling_when_hit,Bricks Falling When Hit,5,0,4,0,0.0000,1,0.3056,0.8076,0.3056,0.8076
s0833_find_and_replace_in_string,Find And Replace in String,5,1,5,1,1.0000,0,0.4484,0.7772,0.4484,0.7772
s0892_surface_area_of_3d_shapes,Surface Area of 3D Shapes,5,1,5,1,1.0000,0,0.3042,0.8243,0.3042,0.8243
s0885_spiral_matrix_iii,Spiral Matrix III,5,0,4,1,1.0000,1,0.2014,0.7866,0.2014,0.7866
s0865_smallest_subtree_with_all_the_deepest_nodes,Smallest Subtree with all the Deepest Nodes,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0838_push_dominoes,Push Dominoes,5,0,2,1,1.0000,2,0.2430,0.7821,0.2430,0.7821
s0844_backspace_string_compare,Backspace String Compare,5,1,1,1,1.0000,0,0.3542,0.7545,0.3542,0.7545
s0817_linked_list_components,Linked List Components,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0810_chalkboard_xor_game,Chalkboard XOR Game,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0877_stone_game,Stone Game,5,1,5,1,1.0000,0,0.3561,0.7682,0.3561,0.7682
s0898_bitwise_ors_of_subarrays,Bitwise ORs of Subarrays,5,1,5,1,1.0000,0,0.3669,0.8105,0.3669,0.8105
s0872_leaf_similar_trees,Leaf-Similar Trees,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0871_minimum_number_of_refueling_stops,Minimum Number of Refueling Stops,5,1,1,1,1.0000,0,0.4282,0.7960,0.4282,0.7960
s0886_possible_bipartition,Possible Bipartition,5,1,5,1,1.0000,0,0.3005,0.7742,0.3005,0.7742
s0881_boats_to_save_people,Boats to Save People,5,1,4,1,1.0000,0,0.6476,0.8839,0.6476,0.8839
s0829_consecutive_numbers_sum,Consecutive Numbers Sum,5,1,5,1,1.0000,0,0.4979,0.8472,0.4979,0.8472
s0883_projection_area_of_3d_shapes,Projection Area of 3D Shapes,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0826_most_profit_assigning_work,Most Profit Assigning Work,5,1,5,1,1.0000,0,0.3992,0.7751,0.3992,0.7751
s0860_lemonade_change,Lemonade Change,5,1,5,1,1.0000,0,0.7295,0.8451,0.7295,0.8451
s0807_max_increase_to_keep_city_skyline,Max Increase to Keep City Skyline,5,1,4,1,1.0000,0,0.3381,0.8247,0.3381,0.8247
s0897_increasing_order_search_tree,Increasing Order Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0824_goat_latin,Goat Latin,5,1,3,1,1.0000,0,0.3084,0.8026,0.3084,0.8026
s0869_reordered_power_of_2,Reordered Power of 2,5,0,4,1,1.0000,1,0.2608,0.7413,0.2608,0.7413
s0899_orderly_queue,Orderly Queue,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0812_largest_triangle_area,Largest Triangle Area,5,1,5,1,1.0000,0,0.4441,0.8454,0.4441,0.8454
s0852_peak_index_in_a_mountain_array,Peak Index in a Mountain Array,5,1,4,1,1.0000,0,0.4893,0.8157,0.4893,0.8157
s0809_expressive_words,Expressive Words,5,1,5,1,1.0000,0,0.4393,0.8214,0.4393,0.8214
s0854_k_similar_strings,K-Similar Strings,5,1,5,1,1.0000,0,0.3712,0.8025,0.3712,0.8025
s0866_prime_palindrome,Prime Palindrome,5,1,2,1,1.0000,0,0.2764,0.8093,0.2764,0.8093
s0801_minimum_swaps_to_make_sequences_increasing,Minimum Swaps To Make Sequences Increasing,5,1,5,1,1.0000,0,0.3132,0.8266,0.3132,0.8266
s0854_k_similar_strings,K-Similar Strings,5,1,5,1,1.0000,0,0.3672,0.8025,0.3672,0.8025
s0876_middle_of_the_linked_list,Middle of the Linked List,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0848_shifting_letters,Shifting Letters,5,1,5,1,1.0000,0,0.4149,0.8413,0.4149,0.8413
s0875_koko_eating_bananas,Koko Eating Bananas,5,1,5,1,1.0000,0,0.4586,0.8138,0.4586,0.8138
s0839_similar_string_groups,Similar String Groups,5,1,5,1,1.0000,0,0.3190,0.8075,0.3190,0.8075
s0828_count_unique_characters_of_all_substrings_of_a_given_string,Count Unique Characters of All Substrings of a Given String,5,0,1,1,1.0000,1,0.2739,0.7852,0.2739,0.7852
s0893_groups_of_special_equivalent_strings,Groups of Special-Equivalent Strings,5,1,5,1,1.0000,0,0.3216,0.7782,0.3216,0.7782
s0811_subdomain_visit_count,Subdomain Visit Count,5,0,3,1,1.0000,1,0.3281,0.8097,0.3281,0.8097
s0861_score_after_flipping_matrix,Score After Flipping Matrix,5,1,5,1,1.0000,0,0.6221,0.8294,0.6221,0.8294
s0834_sum_of_distances_in_tree,Sum of Distances in Tree,5,0,4,1,1.0000,1,0.3724,0.7865,0.3724,0.7865
s0804_unique_morse_code_words,Unique Morse Code Words,5,1,5,1,1.0000,0,0.7238,0.8842,0.7238,0.8842
s0850_rectangle_area_ii,Rectangle Area II,5,1,5,1,1.0000,0,0.2477,0.7664,0.2477,0.7664
s0830_positions_of_large_groups,Positions of Large Groups,5,1,5,1,1.0000,0,0.4093,0.8469,0.4093,0.8469
s0863_all_nodes_distance_k_in_binary_tree,All Nodes Distance K in Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0859_buddy_strings,Buddy Strings,5,1,5,1,1.0000,0,0.4224,0.8259,0.4224,0.8259
s0835_image_overlap,Image Overlap,5,1,5,1,1.0000,0,0.3030,0.7826,0.3030,0.7826
s0814_binary_tree_pruning,Binary Tree Pruning,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0870_advantage_shuffle,Advantage Shuffle,5,0,2,1,1.0000,2,0.2579,0.7749,0.2579,0.7749
s2381_shifting_letters_ii,Shifting Letters II,5,1,5,1,1.0000,0,0.3173,0.8385,0.3173,0.8385
s2400_number_of_ways_to_reach_a_position_after_exactly_k_steps,Number of Ways to Reach a Position After Exactly k Steps,5,1,5,1,1.0000,0,0.3707,0.8100,0.3707,0.8100
s2318_number_of_distinct_roll_sequences,Number of Distinct Roll Sequences,5,1,4,1,1.0000,0,0.2848,0.7653,0.2848,0.7653
s2315_count_asterisks,Count Asterisks,5,1,5,1,1.0000,0,0.4151,0.8287,0.4151,0.8287
s2365_task_scheduler_ii,Task Scheduler II,5,1,4,1,1.0000,0,0.3538,0.7948,0.3538,0.7948
s2354_number_of_excellent_pairs,Number of Excellent Pairs,5,1,5,1,1.0000,0,0.3904,0.7846,0.3904,0.7846
s2364_count_number_of_bad_pairs,Count Number of Bad Pairs,5,1,5,1,1.0000,0,0.3581,0.8230,0.3581,0.8230
s2304_minimum_path_cost_in_a_grid,Minimum Path Cost in a Grid,5,1,5,1,1.0000,0,0.4099,0.8119,0.4099,0.8119
s2342_max_sum_of_a_pair_with_equal_sum_of_digits,Max Sum of a Pair With Equal Sum of Digits,5,0,1,1,1.0000,3,0.4267,0.7760,0.4267,0.7760
s2385_amount_of_time_for_binary_tree_to_be_infected,Amount of Time for Binary Tree to Be Infected,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2352_equal_row_and_column_pairs,Equal Row and Column Pairs,5,1,5,1,1.0000,0,0.4944,0.8166,0.4944,0.8166
s2316_count_unreachable_pairs_of_nodes_in_an_undirected_graph,Count Unreachable Pairs of Nodes in an Undirected Graph,5,1,5,1,1.0000,0,0.4199,0.8111,0.4199,0.8111
s2398_maximum_number_of_robots_within_budget,Maximum Number of Robots Within Budget,5,1,5,1,1.0000,0,0.3027,0.7711,0.3027,0.7711
s2350_shortest_impossible_sequence_of_rolls,Shortest Impossible Sequence of Rolls,5,1,5,1,1.0000,0,0.3084,0.7406,0.3084,0.7406
s2359_find_closest_node_to_given_two_nodes,Find Closest Node to Given Two Nodes,5,1,5,1,1.0000,0,0.3845,0.8034,0.3845,0.8034
s2301_match_substring_after_replacement,Match Substring After Replacement,5,1,4,1,1.0000,0,0.2797,0.7751,0.2797,0.7751
s2337_move_pieces_to_obtain_a_string,Move Pieces to Obtain a String,5,1,5,1,1.0000,0,0.3689,0.8068,0.3689,0.8068
s2327_number_of_people_aware_of_a_secret,Number of People Aware of a Secret,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2366_minimum_replacements_to_sort_the_array,Minimum Replacements to Sort the Array,5,1,5,1,1.0000,0,0.3238,0.8234,0.3238,0.8234
s2383_minimum_hours_of_training_to_win_a_competition,Minimum Hours of Training to Win a Competition,5,0,1,0,0.0000,2,0.3275,0.8208,0.3275,0.8208
s2326_spiral_matrix_iv,Spiral Matrix IV,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2321_maximum_score_of_spliced_array,Maximum Score Of Spliced Array,5,1,5,1,1.0000,0,0.2717,0.7843,0.2717,0.7843
s2305_fair_distribution_of_cookies,Fair Distribution of Cookies,5,1,4,1,1.0000,0,0.3397,0.7801,0.3397,0.7801
s2399_check_distances_between_same_letters,Check Distances Between Same Letters,5,1,5,1,1.0000,0,0.3957,0.8058,0.3957,0.8058
s2391_minimum_amount_of_time_to_collect_garbage,Minimum Amount of Time to Collect Garbage,5,1,5,1,1.0000,0,0.3066,0.7875,0.3066,0.7875
s2334_subarray_with_elements_greater_than_varying_threshold,Subarray With Elements Greater Than Varying Threshold,5,0,1,1,1.0000,4,0.3658,0.7804,0.3658,0.7804
s2396_strictly_palindromic_number,Strictly Palindromic Number,5,1,5,1,1.0000,0,0.0842,0.7250,0.0842,0.7250
s2367_number_of_arithmetic_triplets,Number of Arithmetic Triplets,5,1,5,1,1.0000,0,0.7615,0.8667,0.7615,0.8667
s2348_number_of_zero_filled_subarrays,Number of Zero-Filled Subarrays,5,1,5,1,1.0000,0,0.5328,0.7920,0.5328,0.7920
s2380_time_needed_to_rearrange_a_binary_string,Time Needed to Rearrange a Binary String,5,1,4,1,1.0000,0,0.2544,0.7539,0.2544,0.7539
s2328_number_of_increasing_paths_in_a_grid,Number of Increasing Paths in a Grid,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2376_count_special_integers,Count Special Integers,5,1,4,1,1.0000,0,0.2652,0.7917,0.2652,0.7917
s2374_node_with_highest_edge_score,Node With Highest Edge Score,5,1,5,1,1.0000,0,0.4844,0.8330,0.4844,0.8330
s2395_find_subarrays_with_equal_sum,Find Subarrays With Equal Sum,5,1,4,1,1.0000,0,0.5761,0.8655,0.5761,0.8655
s2357_make_array_zero_by_subtracting_equal_amounts,Make Array Zero by Subtracting Equal Amounts,5,1,5,1,1.0000,0,0.7441,0.8382,0.7441,0.8382
s2306_naming_a_company,Naming a Company,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2386_find_the_k_sum_of_an_array,Find the K-Sum of an Array,5,0,3,1,1.0000,1,0.2596,0.7675,0.2596,0.7675
s2302_count_subarrays_with_score_less_than_k,Count Subarrays With Score Less Than K,5,1,5,1,1.0000,0,0.3806,0.8015,0.3806,0.8015
s2344_minimum_deletions_to_make_array_divisible,Minimum Deletions to Make Array Divisible,5,1,5,1,1.0000,0,0.4602,0.8017,0.4602,0.8017
s2322_minimum_score_after_removals_on_a_tree,Minimum Score After Removals on a Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2382_maximum_segment_sum_after_removals,Maximum Segment Sum After Removals,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2370_longest_ideal_subsequence,Longest Ideal Subsequence,5,1,5,1,1.0000,0,0.3028,0.7899,0.3028,0.7899
s2384_largest_palindromic_number,Largest Palindromic Number,5,1,3,1,1.0000,0,0.3841,0.8264,0.3841,0.8264
s2335_minimum_amount_of_time_to_fill_cups,Minimum Amount of Time to Fill Cups,5,1,5,1,1.0000,0,0.5136,0.8290,0.5136,0.8290
s2369_check_if_there_is_a_valid_partition_for_the_array,Check if There is a Valid Partition For The Array,5,1,5,1,1.0000,0,0.2752,0.7923,0.2752,0.7923
s2338_count_the_number_of_ideal_arrays,Count the Number of Ideal Arrays,5,1,4,1,1.0000,0,0.2353,0.7942,0.2353,0.7942
s2325_decode_the_message,Decode the Message,5,1,5,1,1.0000,0,0.4044,0.8407,0.4044,0.8407
s2358_maximum_number_of_groups_entering_a_competition,Maximum Number of Groups Entering a Competition,5,1,4,1,1.0000,0,0.3721,0.6887,0.3721,0.6887
s2309_greatest_english_letter_in_upper_and_lower_case,Greatest English Letter in Upper and Lower Case,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2351_first_letter_to_appear_twice,First Letter to Appear Twice,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2347_best_poker_hand,Best Poker Hand,5,0,1,1,1.0000,3,0.4028,0.8146,0.4028,0.8146
s2331_evaluate_boolean_binary_tree,Evaluate Boolean Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2390_removing_stars_from_a_string,Removing Stars From a String,5,1,5,1,1.0000,0,0.3515,0.8300,0.3515,0.8300
s2360_longest_cycle_in_a_graph,Longest Cycle in a Graph,5,1,5,1,1.0000,0,0.3692,0.7845,0.3692,0.7845
s2303_calculate_amount_paid_in_taxes,Calculate Amount Paid in Taxes,5,1,5,1,1.0000,0,0.4232,0.8053,0.4232,0.8053
s2333_minimum_sum_of_squared_difference,Minimum Sum of Squared Difference,5,1,5,1,1.0000,0,0.3354,0.8002,0.3354,0.8002
s2319_check_if_matrix_is_x_matrix,Check if Matrix Is X-Matrix,5,1,4,1,1.0000,0,0.7057,0.8995,0.7057,0.8995
s2363_merge_similar_items,Merge Similar Items,5,1,5,1,1.0000,0,0.4028,0.8073,0.4028,0.8073
s2397_maximum_rows_covered_by_columns,Maximum Rows Covered by Columns,5,1,5,1,1.0000,0,0.3148,0.7752,0.3148,0.7752
s2312_selling_pieces_of_wood,Selling Pieces of Wood,5,1,5,1,1.0000,0,0.3093,0.8183,0.3093,0.8183
s2379_minimum_recolors_to_get_k_consecutive_black_blocks,Minimum Recolors to Get K Consecutive Black Blocks,5,1,5,1,1.0000,0,0.6582,0.8356,0.6582,0.8356
s2392_build_a_matrix_with_conditions,Build a Matrix With Conditions,5,1,5,1,1.0000,0,0.3454,0.8154,0.3454,0.8154
s2373_largest_local_values_in_a_matrix,Largest Local Values in a Matrix,5,1,5,1,1.0000,0,0.4575,0.8574,0.4575,0.8574
s2317_maximum_xor_after_operations,Maximum XOR After Operations,5,1,5,1,1.0000,0,0.7098,0.8429,0.7098,0.8429
s2341_maximum_number_of_pairs_in_array,Maximum Number of Pairs in Array,5,1,5,1,1.0000,0,0.3118,0.7763,0.3118,0.7763
s2375_construct_smallest_number_from_di_string,Construct Smallest Number From DI String,5,1,5,1,1.0000,0,0.3219,0.7898,0.3219,0.7898
s2310_sum_of_numbers_with_units_digit_k,Sum of Numbers With Units Digit K,5,1,4,1,1.0000,0,0.4402,0.8217,0.4402,0.8217
s2343_query_kth_smallest_trimmed_number,Query Kth Smallest Trimmed Number,5,0,3,0,0.0000,1,0.2751,0.7802,0.2751,0.7802
s2320_count_number_of_ways_to_place_houses,Count Number of Ways to Place Houses,5,1,5,1,1.0000,0,0.2425,0.7345,0.2425,0.7345
s2368_reachable_nodes_with_restrictions,Reachable Nodes With Restrictions,5,1,5,1,1.0000,0,0.5530,0.8464,0.5530,0.8464
s2389_longest_subsequence_with_limited_sum,Longest Subsequence With Limited Sum,5,1,5,1,1.0000,0,0.4086,0.7916,0.4086,0.7916
s2332_the_latest_time_to_catch_a_bus,The Latest Time to Catch a Bus,5,1,3,1,1.0000,0,0.3186,0.7716,0.3186,0.7716
s2442_count_number_of_distinct_integers_after_reverse_operations,Count Number of Distinct Integers After Reverse Operations,5,1,5,1,1.0000,0,0.6867,0.8798,0.6867,0.8798
s2311_longest_binary_subsequence_less_than_or_equal_to_k,Longest Binary Subsequence Less Than or Equal to K,5,1,4,1,1.0000,0,0.3650,0.7386,0.3650,0.7386
s2415_reverse_odd_levels_of_binary_tree,Reverse Odd Levels of Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2500_delete_greatest_value_in_each_row,Delete Greatest Value in Each Row,5,1,4,1,1.0000,0,0.4917,0.8457,0.4917,0.8457
s2488_count_subarrays_with_median_k,Count Subarrays With Median K,5,1,3,1,1.0000,0,0.3901,0.8114,0.3901,0.8114
s2432_the_employee_that_worked_on_the_longest_task,The Employee That Worked on the Longest Task,5,1,2,1,1.0000,0,0.3481,0.7893,0.3481,0.7893
s2490_circular_sentence,Circular Sentence,5,1,5,1,1.0000,0,0.3441,0.8369,0.3441,0.8369
s2482_difference_between_ones_and_zeros_in_row_and_column,Difference Between Ones and Zeros in Row and Column,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2419_longest_subarray_with_maximum_bitwise_and,Longest Subarray With Maximum Bitwise AND,5,1,5,1,1.0000,0,0.2949,0.7920,0.2949,0.7920
s2405_optimal_partition_of_string,Optimal Partition of String,5,1,5,1,1.0000,0,0.3848,0.7847,0.3848,0.7847
s2475_number_of_unequal_triplets_in_array,Number of Unequal Triplets in Array,5,1,5,1,1.0000,0,0.2806,0.7564,0.2806,0.7564
s2426_number_of_pairs_satisfying_inequality,Number of Pairs Satisfying Inequality,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2413_smallest_even_multiple,Smallest Even Multiple,5,1,5,1,1.0000,0,0.5839,0.8446,0.5839,0.8446
s2447_number_of_subarrays_with_gcd_equal_to_k,Number of Subarrays With GCD Equal to K,5,1,2,1,1.0000,0,0.3461,0.7482,0.3461,0.7482
s2428_maximum_sum_of_an_hourglass,Maximum Sum of an Hourglass,5,1,5,1,1.0000,0,0.3098,0.7708,0.3098,0.7708
s2449_minimum_number_of_operations_to_make_arrays_similar,Minimum Number of Operations to Make Arrays Similar,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2451_odd_string_difference,Odd String Difference,5,1,5,1,1.0000,0,0.3026,0.7554,0.3026,0.7554
s2458_height_of_binary_tree_after_subtree_removal_queries,Height of Binary Tree After Subtree Removal Queries,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2463_minimum_total_distance_traveled,Minimum Total Distance Traveled,5,1,4,1,1.0000,0,0.1785,0.7425,0.1785,0.7425
s2446_determine_if_two_events_have_conflict,Determine if Two Events Have Conflict,5,1,5,1,1.0000,0,0.3204,0.8020,0.3204,0.8020
s2406_divide_intervals_into_minimum_number_of_groups,Divide Intervals Into Minimum Number of Groups,5,1,5,1,1.0000,0,0.2622,0.7588,0.2622,0.7588
s2460_apply_operations_to_an_array,Apply Operations to an Array,5,1,5,1,1.0000,0,0.5549,0.8881,0.5549,0.8881
s2409_count_days_spent_together,Count Days Spent Together,5,1,3,1,1.0000,0,0.2783,0.7698,0.2783,0.7698
s2476_closest_nodes_queries_in_a_binary_search_tree,Closest Nodes Queries in a Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2430_maximum_deletions_on_a_string,Maximum Deletions on a String,5,1,4,1,1.0000,0,0.2505,0.7765,0.2505,0.7765
s2411_smallest_subarrays_with_maximum_bitwise_or,Smallest Subarrays With Maximum Bitwise OR,5,1,5,1,1.0000,0,0.3136,0.7781,0.3136,0.7781
s2486_append_characters_to_string_to_make_subsequence,Append Characters to String to Make Subsequence,5,1,5,1,1.0000,0,0.3425,0.7795,0.3425,0.7795
s2462_total_cost_to_hire_k_workers,Total Cost to Hire K Workers,5,1,5,1,1.0000,0,0.3046,0.7953,0.3046,0.7953
s2492_minimum_score_of_a_path_between_two_cities,Minimum Score of a Path Between Two Cities,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2416_sum_of_prefix_scores_of_strings,Sum of Prefix Scores of Strings,5,1,5,1,1.0000,0,0.3280,0.8052,0.3280,0.8052
s2456_most_popular_video_creator,Most Popular Video Creator,5,1,5,1,1.0000,0,0.5181,0.8623,0.5181,0.8623
s2453_destroy_sequential_targets,Destroy Sequential Targets,5,1,5,1,1.0000,0,0.3893,0.7918,0.3893,0.7918
s2401_longest_nice_subarray,Longest Nice Subarray,5,1,2,1,1.0000,0,0.4394,0.8058,0.4394,0.8058
s2477_minimum_fuel_cost_to_report_to_the_capital,Minimum Fuel Cost to Report to the Capital,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2410_maximum_matching_of_players_with_trainers,Maximum Matching of Players With Trainers,5,1,5,1,1.0000,0,0.4193,0.8279,0.4193,0.8279
s2425_bitwise_xor_of_all_pairings,Bitwise XOR of All Pairings,5,1,5,1,1.0000,0,0.4761,0.8285,0.4761,0.8285
s2497_maximum_star_sum_of_a_graph,Maximum Star Sum of a Graph,5,0,3,1,1.0000,1,0.3633,0.7745,0.3633,0.7745
s2471_minimum_number_of_operations_to_sort_a_binary_tree_by_level,Minimum Number of Operations to Sort a Binary Tree by Level,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2435_paths_in_matrix_whose_sum_is_divisible_by_k,Paths in Matrix Whose Sum Is Divisible by K,5,0,3,1,1.0000,1,0.4061,0.8186,0.4061,0.8186
s2418_sort_the_people,Sort the People,5,1,5,1,1.0000,0,0.2319,0.7273,0.2319,0.7273
s2481_minimum_cuts_to_divide_a_circle,Minimum Cuts to Divide a Circle,5,1,3,1,1.0000,0,0.5813,0.8653,0.5813,0.8653
s2498_frog_jump_ii,Frog Jump II,5,1,4,1,1.0000,0,0.4803,0.8111,0.4803,0.8111
s2414_length_of_the_longest_alphabetical_continuous_substring,Length of the Longest Alphabetical Continuous Substring,5,1,5,1,1.0000,0,0.4160,0.8479,0.4160,0.8479
s2469_convert_the_temperature,Convert the Temperature,5,1,5,1,1.0000,0,0.5652,0.8722,0.5652,0.8722
s2485_find_the_pivot_integer,Find the Pivot Integer,5,1,5,1,1.0000,0,0.2275,0.7564,0.2275,0.7564
s2467_most_profitable_path_in_a_tree,Most Profitable Path in a Tree,5,1,1,1,1.0000,0,0.3266,0.7888,0.3266,0.7888
s2437_number_of_valid_clock_times,Number of Valid Clock Times,5,1,5,1,1.0000,0,0.2913,0.7521,0.2913,0.7521
s2472_maximum_number_of_non_overlapping_palindrome_substrings,Maximum Number of Non-overlapping Palindrome Substrings,5,1,4,1,1.0000,0,0.2981,0.8026,0.2981,0.8026
s2420_find_all_good_indices,Find All Good Indices,5,0,3,1,1.0000,1,0.4702,0.8084,0.4702,0.8084
s2478_number_of_beautiful_partitions,Number of Beautiful Partitions,5,1,3,1,1.0000,0,0.2737,0.8224,0.2737,0.8224
s2491_divide_players_into_teams_of_equal_skill,Divide Players Into Teams of Equal Skill,5,1,5,1,1.0000,0,0.4293,0.8152,0.4293,0.8152
s2448_minimum_cost_to_make_array_equal,Minimum Cost to Make Array Equal,5,1,4,1,1.0000,0,0.3406,0.8001,0.3406,0.8001
s2483_minimum_penalty_for_a_shop,Minimum Penalty for a Shop,5,1,5,1,1.0000,0,0.3221,0.7882,0.3221,0.7882
s2465_number_of_distinct_averages,Number of Distinct Averages,5,1,5,1,1.0000,0,0.6597,0.8489,0.6597,0.8489
s2440_create_components_with_same_value,Create Components With Same Value,5,0,3,0,0.0000,1,0.4433,0.8082,0.4433,0.8082
s2457_minimum_addition_to_make_integer_beautiful,Minimum Addition to Make Integer Beautiful,5,1,5,1,1.0000,0,0.3829,0.8440,0.3829,0.8440
s2439_minimize_maximum_of_array,Minimize Maximum of Array,5,1,4,1,1.0000,0,0.6326,0.8298,0.6326,0.8298
s2407_longest_increasing_subsequence_ii,Longest Increasing Subsequence II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2421_number_of_good_paths,Number of Good Paths,5,1,4,1,1.0000,0,0.3540,0.8080,0.3540,0.8080
s2496_maximum_value_of_a_string_in_an_array,Maximum Value of a String in an Array,5,1,5,1,1.0000,0,0.4217,0.7751,0.4217,0.7751
s2429_minimize_xor,Minimize XOR,5,0,4,0,0.0000,1,0.4140,0.8296,0.4140,0.8296
s2493_divide_nodes_into_the_maximum_number_of_groups,Divide Nodes Into the Maximum Number of Groups,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2402_meeting_rooms_iii,Meeting Rooms III,5,1,3,1,1.0000,0,0.3864,0.7831,0.3864,0.7831
s2444_count_subarrays_with_fixed_bounds,Count Subarrays With Fixed Bounds,5,1,5,1,1.0000,0,0.3004,0.8038,0.3004,0.8038
