ID,Title,N_Samples,Pass_At_1_Attempt,Num_Passed,Compilable_Count,Compilable_Rate,First_Pass_Attempt,Avg_Code_BLEU,Avg_CodeBERT_F1,First_Pass_Code_BLEU,First_Pass_CodeBERT_F1
s0876_middle_of_the_linked_list,Middle of the Linked List,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0848_shifting_letters,Shifting Letters,5,1,5,1,1.0000,0,0.3065,0.8211,0.3065,0.8211
s0875_koko_eating_bananas,Koko Eating Bananas,5,1,5,1,1.0000,0,0.4309,0.8145,0.4309,0.8145
s0839_similar_string_groups,Similar String Groups,5,1,5,1,1.0000,0,0.4713,0.8806,0.4713,0.8806
s0828_count_unique_characters_of_all_substrings_of_a_given_string,Count Unique Characters of All Substrings of a Given String,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0893_groups_of_special_equivalent_strings,Groups of Special-Equivalent Strings,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0811_subdomain_visit_count,Subdomain Visit Count,5,1,5,1,1.0000,0,0.3941,0.8465,0.3941,0.8465
s0861_score_after_flipping_matrix,Score After Flipping Matrix,5,1,4,1,1.0000,0,0.5710,0.8193,0.5710,0.8193
s0834_sum_of_distances_in_tree,Sum of Distances in Tree,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0850_rectangle_area_ii,Rectangle Area II,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0804_unique_morse_code_words,Unique Morse Code Words,5,1,4,1,1.0000,0,0.8781,0.9457,0.8781,0.9457
s0863_all_nodes_distance_k_in_binary_tree,All Nodes Distance K in Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s0830_positions_of_large_groups,Positions of Large Groups,5,1,5,1,1.0000,0,0.5771,0.9313,0.5771,0.9313
s0859_buddy_strings,Buddy Strings,5,0,3,1,1.0000,1,0.3827,0.8095,0.3827,0.8095
s0835_image_overlap,Image Overlap,5,1,5,1,1.0000,0,0.2283,0.7992,0.2283,0.7992
s0870_advantage_shuffle,Advantage Shuffle,5,1,4,1,1.0000,0,0.2617,0.7919,0.2617,0.7919
s0814_binary_tree_pruning,Binary Tree Pruning,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2381_shifting_letters_ii,Shifting Letters II,5,1,5,1,1.0000,0,0.2733,0.8425,0.2733,0.8425
s2318_number_of_distinct_roll_sequences,Number of Distinct Roll Sequences,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2400_number_of_ways_to_reach_a_position_after_exactly_k_steps,Number of Ways to Reach a Position After Exactly k Steps,5,0,2,1,1.0000,1,0.3316,0.8473,0.3316,0.8473
s2315_count_asterisks,Count Asterisks,5,1,4,1,1.0000,0,0.2409,0.7876,0.2409,0.7876
s2354_number_of_excellent_pairs,Number of Excellent Pairs,5,1,5,1,1.0000,0,0.4827,0.9198,0.4827,0.9198
s2365_task_scheduler_ii,Task Scheduler II,5,1,4,1,1.0000,0,0.4586,0.8977,0.4586,0.8977
s2304_minimum_path_cost_in_a_grid,Minimum Path Cost in a Grid,5,1,5,1,1.0000,0,0.5640,0.8372,0.5640,0.8372
s2364_count_number_of_bad_pairs,Count Number of Bad Pairs,5,0,4,1,1.0000,1,0.6088,0.8690,0.6088,0.8690
s2342_max_sum_of_a_pair_with_equal_sum_of_digits,Max Sum of a Pair With Equal Sum of Digits,5,0,1,1,1.0000,3,0.6031,0.8958,0.6031,0.8958
s2385_amount_of_time_for_binary_tree_to_be_infected,Amount of Time for Binary Tree to Be Infected,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2352_equal_row_and_column_pairs,Equal Row and Column Pairs,5,1,4,1,1.0000,0,0.4703,0.8611,0.4703,0.8611
s2316_count_unreachable_pairs_of_nodes_in_an_undirected_graph,Count Unreachable Pairs of Nodes in an Undirected Graph,5,1,5,1,1.0000,0,0.4629,0.8842,0.4629,0.8842
s2350_shortest_impossible_sequence_of_rolls,Shortest Impossible Sequence of Rolls,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2398_maximum_number_of_robots_within_budget,Maximum Number of Robots Within Budget,5,0,1,1,1.0000,2,0.3353,0.7406,0.3353,0.7406
s2359_find_closest_node_to_given_two_nodes,Find Closest Node to Given Two Nodes,5,0,2,0,0.0000,2,0.3978,0.8360,0.3978,0.8360
s2301_match_substring_after_replacement,Match Substring After Replacement,5,0,1,1,1.0000,4,0.2780,0.8008,0.2780,0.8008
s2327_number_of_people_aware_of_a_secret,Number of People Aware of a Secret,5,0,1,1,1.0000,2,0.2383,0.8215,0.2383,0.8215
s2366_minimum_replacements_to_sort_the_array,Minimum Replacements to Sort the Array,5,0,2,1,1.0000,3,0.4516,0.9117,0.4516,0.9117
s2337_move_pieces_to_obtain_a_string,Move Pieces to Obtain a String,5,1,2,1,1.0000,0,0.3572,0.7970,0.3572,0.7970
s2383_minimum_hours_of_training_to_win_a_competition,Minimum Hours of Training to Win a Competition,5,1,2,1,1.0000,0,0.3500,0.8821,0.3500,0.8821
s2321_maximum_score_of_spliced_array,Maximum Score Of Spliced Array,5,1,2,1,1.0000,0,0.3096,0.7985,0.3096,0.7985
s2326_spiral_matrix_iv,Spiral Matrix IV,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2305_fair_distribution_of_cookies,Fair Distribution of Cookies,5,1,3,1,1.0000,0,0.4410,0.8698,0.4410,0.8698
s2391_minimum_amount_of_time_to_collect_garbage,Minimum Amount of Time to Collect Garbage,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2399_check_distances_between_same_letters,Check Distances Between Same Letters,5,1,2,1,1.0000,0,0.3867,0.8016,0.3867,0.8016
s2334_subarray_with_elements_greater_than_varying_threshold,Subarray With Elements Greater Than Varying Threshold,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2380_time_needed_to_rearrange_a_binary_string,Time Needed to Rearrange a Binary String,5,1,4,1,1.0000,0,0.2824,0.7605,0.2824,0.7605
s2396_strictly_palindromic_number,Strictly Palindromic Number,5,1,5,1,1.0000,0,0.3510,0.7988,0.3510,0.7988
s2367_number_of_arithmetic_triplets,Number of Arithmetic Triplets,5,1,5,1,1.0000,0,0.7047,0.9581,0.7047,0.9581
s2348_number_of_zero_filled_subarrays,Number of Zero-Filled Subarrays,5,1,5,1,1.0000,0,0.5208,0.7824,0.5208,0.7824
s2328_number_of_increasing_paths_in_a_grid,Number of Increasing Paths in a Grid,5,1,5,1,1.0000,0,0.2855,0.8226,0.2855,0.8226
s2386_find_the_k_sum_of_an_array,Find the K-Sum of an Array,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2376_count_special_integers,Count Special Integers,5,0,2,1,1.0000,3,0.1522,0.7636,0.1522,0.7636
s2374_node_with_highest_edge_score,Node With Highest Edge Score,5,1,5,1,1.0000,0,0.5036,0.9187,0.5036,0.9187
s2395_find_subarrays_with_equal_sum,Find Subarrays With Equal Sum,5,1,5,1,1.0000,0,0.7574,0.9663,0.7574,0.9663
s2357_make_array_zero_by_subtracting_equal_amounts,Make Array Zero by Subtracting Equal Amounts,5,1,3,1,1.0000,0,0.5133,0.8658,0.5133,0.8658
s2306_naming_a_company,Naming a Company,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2302_count_subarrays_with_score_less_than_k,Count Subarrays With Score Less Than K,5,1,5,1,1.0000,0,0.5076,0.8450,0.5076,0.8450
s2344_minimum_deletions_to_make_array_divisible,Minimum Deletions to Make Array Divisible,5,1,4,1,1.0000,0,0.4109,0.8426,0.4109,0.8426
s2322_minimum_score_after_removals_on_a_tree,Minimum Score After Removals on a Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2384_largest_palindromic_number,Largest Palindromic Number,5,0,1,1,1.0000,1,0.3787,0.8458,0.3787,0.8458
s2382_maximum_segment_sum_after_removals,Maximum Segment Sum After Removals,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2370_longest_ideal_subsequence,Longest Ideal Subsequence,5,1,5,1,1.0000,0,0.2264,0.7832,0.2264,0.7832
s2335_minimum_amount_of_time_to_fill_cups,Minimum Amount of Time to Fill Cups,5,1,1,1,1.0000,0,0.6583,0.9662,0.6583,0.9662
s2338_count_the_number_of_ideal_arrays,Count the Number of Ideal Arrays,5,1,4,1,1.0000,0,0.2877,0.8822,0.2877,0.8822
s2369_check_if_there_is_a_valid_partition_for_the_array,Check if There is a Valid Partition For The Array,5,1,5,1,1.0000,0,0.2727,0.8159,0.2727,0.8159
s2358_maximum_number_of_groups_entering_a_competition,Maximum Number of Groups Entering a Competition,5,0,1,1,1.0000,3,0.5153,0.7839,0.5153,0.7839
s2325_decode_the_message,Decode the Message,5,1,5,1,1.0000,0,0.4946,0.8728,0.4946,0.8728
s2309_greatest_english_letter_in_upper_and_lower_case,Greatest English Letter in Upper and Lower Case,5,1,3,1,1.0000,0,0.3194,0.8132,0.3194,0.8132
s2351_first_letter_to_appear_twice,First Letter to Appear Twice,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2360_longest_cycle_in_a_graph,Longest Cycle in a Graph,5,1,4,1,1.0000,0,0.3402,0.8007,0.3402,0.8007
s2347_best_poker_hand,Best Poker Hand,5,0,3,1,1.0000,2,0.3829,0.8445,0.3829,0.8445
s2331_evaluate_boolean_binary_tree,Evaluate Boolean Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2390_removing_stars_from_a_string,Removing Stars From a String,5,1,5,1,1.0000,0,0.3688,0.8556,0.3688,0.8556
s2333_minimum_sum_of_squared_difference,Minimum Sum of Squared Difference,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2303_calculate_amount_paid_in_taxes,Calculate Amount Paid in Taxes,5,1,5,1,1.0000,0,0.4062,0.7976,0.4062,0.7976
s2319_check_if_matrix_is_x_matrix,Check if Matrix Is X-Matrix,5,1,5,1,1.0000,0,0.5127,0.8423,0.5127,0.8423
s2397_maximum_rows_covered_by_columns,Maximum Rows Covered by Columns,5,1,5,1,1.0000,0,0.3609,0.7538,0.3609,0.7538
s2363_merge_similar_items,Merge Similar Items,5,1,5,1,1.0000,0,0.4100,0.8825,0.4100,0.8825
s2312_selling_pieces_of_wood,Selling Pieces of Wood,5,1,5,1,1.0000,0,0.5564,0.8931,0.5564,0.8931
s2379_minimum_recolors_to_get_k_consecutive_black_blocks,Minimum Recolors to Get K Consecutive Black Blocks,5,1,5,1,1.0000,0,0.3680,0.8169,0.3680,0.8169
s2317_maximum_xor_after_operations,Maximum XOR After Operations,5,1,5,1,1.0000,0,0.8261,0.9864,0.8261,0.9864
s2392_build_a_matrix_with_conditions,Build a Matrix With Conditions,5,0,1,1,1.0000,1,0.3341,0.8110,0.3341,0.8110
s2373_largest_local_values_in_a_matrix,Largest Local Values in a Matrix,5,1,5,1,1.0000,0,0.6257,0.8437,0.6257,0.8437
s2310_sum_of_numbers_with_units_digit_k,Sum of Numbers With Units Digit K,5,1,3,1,1.0000,0,0.3904,0.8181,0.3904,0.8181
s2341_maximum_number_of_pairs_in_array,Maximum Number of Pairs in Array,5,1,4,1,1.0000,0,0.6198,0.9182,0.6198,0.9182
s2343_query_kth_smallest_trimmed_number,Query Kth Smallest Trimmed Number,5,1,3,1,1.0000,0,0.2585,0.8226,0.2585,0.8226
s2375_construct_smallest_number_from_di_string,Construct Smallest Number From DI String,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2320_count_number_of_ways_to_place_houses,Count Number of Ways to Place Houses,5,1,5,1,1.0000,0,0.2380,0.7266,0.2380,0.7266
s2368_reachable_nodes_with_restrictions,Reachable Nodes With Restrictions,5,1,5,1,1.0000,0,0.4583,0.8544,0.4583,0.8544
s2311_longest_binary_subsequence_less_than_or_equal_to_k,Longest Binary Subsequence Less Than or Equal to K,5,0,2,1,1.0000,1,0.4446,0.8490,0.4446,0.8490
s2389_longest_subsequence_with_limited_sum,Longest Subsequence With Limited Sum,5,1,5,1,1.0000,0,0.5963,0.9089,0.5963,0.9089
s2442_count_number_of_distinct_integers_after_reverse_operations,Count Number of Distinct Integers After Reverse Operations,5,1,5,1,1.0000,0,0.4849,0.9066,0.4849,0.9066
s2332_the_latest_time_to_catch_a_bus,The Latest Time to Catch a Bus,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2488_count_subarrays_with_median_k,Count Subarrays With Median K,5,1,4,1,1.0000,0,0.2809,0.8251,0.2809,0.8251
s2415_reverse_odd_levels_of_binary_tree,Reverse Odd Levels of Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2500_delete_greatest_value_in_each_row,Delete Greatest Value in Each Row,5,0,1,1,1.0000,1,0.4753,0.8185,0.4753,0.8185
s2432_the_employee_that_worked_on_the_longest_task,The Employee That Worked on the Longest Task,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2419_longest_subarray_with_maximum_bitwise_and,Longest Subarray With Maximum Bitwise AND,5,1,2,1,1.0000,0,0.3471,0.7759,0.3471,0.7759
s2490_circular_sentence,Circular Sentence,5,1,5,1,1.0000,0,0.3940,0.8387,0.3940,0.8387
s2482_difference_between_ones_and_zeros_in_row_and_column,Difference Between Ones and Zeros in Row and Column,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2405_optimal_partition_of_string,Optimal Partition of String,5,1,5,1,1.0000,0,0.5145,0.8946,0.5145,0.8946
s2426_number_of_pairs_satisfying_inequality,Number of Pairs Satisfying Inequality,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2475_number_of_unequal_triplets_in_array,Number of Unequal Triplets in Array,5,1,5,1,1.0000,0,0.4041,0.7967,0.4041,0.7967
s2447_number_of_subarrays_with_gcd_equal_to_k,Number of Subarrays With GCD Equal to K,5,1,5,1,1.0000,0,0.6015,0.8956,0.6015,0.8956
s2413_smallest_even_multiple,Smallest Even Multiple,5,1,5,1,1.0000,0,0.7223,0.9740,0.7223,0.9740
s2449_minimum_number_of_operations_to_make_arrays_similar,Minimum Number of Operations to Make Arrays Similar,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2428_maximum_sum_of_an_hourglass,Maximum Sum of an Hourglass,5,1,5,1,1.0000,0,0.2849,0.7813,0.2849,0.7813
s2458_height_of_binary_tree_after_subtree_removal_queries,Height of Binary Tree After Subtree Removal Queries,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2451_odd_string_difference,Odd String Difference,5,1,5,1,1.0000,0,0.4271,0.8229,0.4271,0.8229
s2463_minimum_total_distance_traveled,Minimum Total Distance Traveled,5,1,1,1,1.0000,0,0.2501,0.7929,0.2501,0.7929
s2446_determine_if_two_events_have_conflict,Determine if Two Events Have Conflict,5,0,1,1,1.0000,4,0.2546,0.8273,0.2546,0.8273
s2406_divide_intervals_into_minimum_number_of_groups,Divide Intervals Into Minimum Number of Groups,5,1,4,1,1.0000,0,0.3373,0.8360,0.3373,0.8360
s2460_apply_operations_to_an_array,Apply Operations to an Array,5,1,5,1,1.0000,0,0.6594,0.8844,0.6594,0.8844
s2430_maximum_deletions_on_a_string,Maximum Deletions on a String,5,0,1,1,1.0000,4,0.2424,0.8339,0.2424,0.8339
s2409_count_days_spent_together,Count Days Spent Together,5,1,1,1,1.0000,0,0.2466,0.8018,0.2466,0.8018
s2476_closest_nodes_queries_in_a_binary_search_tree,Closest Nodes Queries in a Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2411_smallest_subarrays_with_maximum_bitwise_or,Smallest Subarrays With Maximum Bitwise OR,5,0,1,1,1.0000,4,0.3814,0.8831,0.3814,0.8831
s2486_append_characters_to_string_to_make_subsequence,Append Characters to String to Make Subsequence,5,1,5,1,1.0000,0,0.3280,0.7890,0.3280,0.7890
s2462_total_cost_to_hire_k_workers,Total Cost to Hire K Workers,5,0,1,1,1.0000,3,0.3204,0.8321,0.3204,0.8321
s2492_minimum_score_of_a_path_between_two_cities,Minimum Score of a Path Between Two Cities,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2416_sum_of_prefix_scores_of_strings,Sum of Prefix Scores of Strings,5,1,5,1,1.0000,0,0.3571,0.8346,0.3571,0.8346
s2456_most_popular_video_creator,Most Popular Video Creator,5,1,2,1,1.0000,0,0.6089,0.9159,0.6089,0.9159
s2401_longest_nice_subarray,Longest Nice Subarray,5,1,5,1,1.0000,0,0.4197,0.8007,0.4197,0.8007
s2453_destroy_sequential_targets,Destroy Sequential Targets,5,1,5,1,1.0000,0,0.6086,0.9373,0.6086,0.9373
s2477_minimum_fuel_cost_to_report_to_the_capital,Minimum Fuel Cost to Report to the Capital,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2425_bitwise_xor_of_all_pairings,Bitwise XOR of All Pairings,5,1,3,1,1.0000,0,0.3912,0.8178,0.3912,0.8178
s2410_maximum_matching_of_players_with_trainers,Maximum Matching of Players With Trainers,5,1,5,1,1.0000,0,0.5029,0.8966,0.5029,0.8966
s2497_maximum_star_sum_of_a_graph,Maximum Star Sum of a Graph,5,1,4,1,1.0000,0,0.4049,0.8392,0.4049,0.8392
s2471_minimum_number_of_operations_to_sort_a_binary_tree_by_level,Minimum Number of Operations to Sort a Binary Tree by Level,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2435_paths_in_matrix_whose_sum_is_divisible_by_k,Paths in Matrix Whose Sum Is Divisible by K,5,0,1,1,1.0000,2,0.3535,0.8205,0.3535,0.8205
s2498_frog_jump_ii,Frog Jump II,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2481_minimum_cuts_to_divide_a_circle,Minimum Cuts to Divide a Circle,5,0,2,1,1.0000,3,0.5403,0.8564,0.5403,0.8564
s2418_sort_the_people,Sort the People,5,1,4,1,1.0000,0,0.2757,0.7901,0.2757,0.7901
s2414_length_of_the_longest_alphabetical_continuous_substring,Length of the Longest Alphabetical Continuous Substring,5,1,5,1,1.0000,0,0.3771,0.7889,0.3771,0.7889
s2420_find_all_good_indices,Find All Good Indices,5,1,5,1,1.0000,0,0.4700,0.8568,0.4700,0.8568
s2469_convert_the_temperature,Convert the Temperature,5,1,5,1,1.0000,0,0.5480,0.9211,0.5480,0.9211
s2485_find_the_pivot_integer,Find the Pivot Integer,5,1,3,1,1.0000,0,0.2983,0.7868,0.2983,0.7868
s2437_number_of_valid_clock_times,Number of Valid Clock Times,5,1,2,1,1.0000,0,0.2200,0.7574,0.2200,0.7574
s2467_most_profitable_path_in_a_tree,Most Profitable Path in a Tree,5,1,1,1,1.0000,0,0.2498,0.8057,0.2498,0.8057
s2472_maximum_number_of_non_overlapping_palindrome_substrings,Maximum Number of Non-overlapping Palindrome Substrings,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2478_number_of_beautiful_partitions,Number of Beautiful Partitions,5,1,4,1,1.0000,0,0.2176,0.8115,0.2176,0.8115
s2491_divide_players_into_teams_of_equal_skill,Divide Players Into Teams of Equal Skill,5,1,5,1,1.0000,0,0.4951,0.9060,0.4951,0.9060
s2440_create_components_with_same_value,Create Components With Same Value,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2448_minimum_cost_to_make_array_equal,Minimum Cost to Make Array Equal,5,0,1,0,0.0000,3,0.3321,0.8652,0.3321,0.8652
s2483_minimum_penalty_for_a_shop,Minimum Penalty for a Shop,5,1,5,1,1.0000,0,0.2851,0.7977,0.2851,0.7977
s2465_number_of_distinct_averages,Number of Distinct Averages,5,1,5,1,1.0000,0,0.6798,0.9490,0.6798,0.9490
s2457_minimum_addition_to_make_integer_beautiful,Minimum Addition to Make Integer Beautiful,5,0,1,1,1.0000,2,0.3316,0.8488,0.3316,0.8488
s2407_longest_increasing_subsequence_ii,Longest Increasing Subsequence II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2439_minimize_maximum_of_array,Minimize Maximum of Array,5,1,5,1,1.0000,0,0.8156,0.8645,0.8156,0.8645
s2421_number_of_good_paths,Number of Good Paths,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2429_minimize_xor,Minimize XOR,5,0,3,1,1.0000,1,0.6250,0.8645,0.6250,0.8645
s2496_maximum_value_of_a_string_in_an_array,Maximum Value of a String in an Array,5,1,5,1,1.0000,0,0.3687,0.7766,0.3687,0.7766
s2454_next_greater_element_iv,Next Greater Element IV,5,1,4,1,1.0000,0,0.7755,0.9737,0.7755,0.9737
s2493_divide_nodes_into_the_maximum_number_of_groups,Divide Nodes Into the Maximum Number of Groups,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2444_count_subarrays_with_fixed_bounds,Count Subarrays With Fixed Bounds,5,1,5,1,1.0000,0,0.2845,0.8085,0.2845,0.8085
