ID,Title,N_Samples,Pass_At_1_Attempt,Num_Passed,Compilable_Count,Compilable_Rate,First_Pass_Attempt,Avg_Code_BLEU,Avg_CodeBERT_F1,First_Pass_Code_BLEU,First_Pass_CodeBERT_F1
s2415_reverse_odd_levels_of_binary_tree,Reverse Odd Levels of Binary Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2500_delete_greatest_value_in_each_row,Delete Greatest Value in Each Row,5,1,4,1,1.0000,0,0.5120,0.8747,0.5120,0.8747
s2432_the_employee_that_worked_on_the_longest_task,The Employee That Worked on the Longest Task,5,1,5,1,1.0000,0,0.3109,0.8050,0.3109,0.8050
s2419_longest_subarray_with_maximum_bitwise_and,Longest Subarray With Maximum Bitwise AND,5,1,4,1,1.0000,0,0.4240,0.8783,0.4240,0.8783
s2490_circular_sentence,Circular Sentence,5,1,2,1,1.0000,0,0.4728,0.8870,0.4728,0.8870
s2482_difference_between_ones_and_zeros_in_row_and_column,Difference Between Ones and Zeros in Row and Column,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2405_optimal_partition_of_string,Optimal Partition of String,5,1,5,1,1.0000,0,0.4152,0.8609,0.4152,0.8609
s2426_number_of_pairs_satisfying_inequality,Number of Pairs Satisfying Inequality,5,1,4,1,1.0000,0,0.2445,0.7613,0.2445,0.7613
s2475_number_of_unequal_triplets_in_array,Number of Unequal Triplets in Array,5,1,5,1,1.0000,0,0.4598,0.8791,0.4598,0.8791
s2447_number_of_subarrays_with_gcd_equal_to_k,Number of Subarrays With GCD Equal to K,5,1,4,1,1.0000,0,0.6239,0.8900,0.6239,0.8900
s2413_smallest_even_multiple,Smallest Even Multiple,5,1,5,1,1.0000,0,0.6795,0.9722,0.6795,0.9722
s2449_minimum_number_of_operations_to_make_arrays_similar,Minimum Number of Operations to Make Arrays Similar,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2428_maximum_sum_of_an_hourglass,Maximum Sum of an Hourglass,5,1,5,1,1.0000,0,0.3259,0.8276,0.3259,0.8276
s2458_height_of_binary_tree_after_subtree_removal_queries,Height of Binary Tree After Subtree Removal Queries,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2451_odd_string_difference,Odd String Difference,5,1,5,1,1.0000,0,0.5012,0.9047,0.5012,0.9047
s2446_determine_if_two_events_have_conflict,Determine if Two Events Have Conflict,5,1,2,1,1.0000,0,0.3081,0.8587,0.3081,0.8587
s2463_minimum_total_distance_traveled,Minimum Total Distance Traveled,5,1,5,1,1.0000,0,0.2427,0.7892,0.2427,0.7892
s2406_divide_intervals_into_minimum_number_of_groups,Divide Intervals Into Minimum Number of Groups,5,1,5,1,1.0000,0,0.3222,0.8339,0.3222,0.8339
s2460_apply_operations_to_an_array,Apply Operations to an Array,5,1,5,1,1.0000,0,0.5781,0.9439,0.5781,0.9439
s2430_maximum_deletions_on_a_string,Maximum Deletions on a String,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2409_count_days_spent_together,Count Days Spent Together,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2476_closest_nodes_queries_in_a_binary_search_tree,Closest Nodes Queries in a Binary Search Tree,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2411_smallest_subarrays_with_maximum_bitwise_or,Smallest Subarrays With Maximum Bitwise OR,5,0,2,1,1.0000,1,0.3673,0.8700,0.3673,0.8700
s2462_total_cost_to_hire_k_workers,Total Cost to Hire K Workers,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2486_append_characters_to_string_to_make_subsequence,Append Characters to String to Make Subsequence,5,0,4,1,1.0000,1,0.4003,0.8706,0.4003,0.8706
s2492_minimum_score_of_a_path_between_two_cities,Minimum Score of a Path Between Two Cities,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2416_sum_of_prefix_scores_of_strings,Sum of Prefix Scores of Strings,5,1,5,1,1.0000,0,0.2420,0.8260,0.2420,0.8260
s2456_most_popular_video_creator,Most Popular Video Creator,5,1,5,1,1.0000,0,0.5031,0.8291,0.5031,0.8291
s2401_longest_nice_subarray,Longest Nice Subarray,5,1,5,1,1.0000,0,0.4528,0.9031,0.4528,0.9031
s2453_destroy_sequential_targets,Destroy Sequential Targets,5,1,5,1,1.0000,0,0.4170,0.8781,0.4170,0.8781
s2477_minimum_fuel_cost_to_report_to_the_capital,Minimum Fuel Cost to Report to the Capital,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2425_bitwise_xor_of_all_pairings,Bitwise XOR of All Pairings,5,1,5,1,1.0000,0,0.4668,0.9373,0.4668,0.9373
s2410_maximum_matching_of_players_with_trainers,Maximum Matching of Players With Trainers,5,1,5,1,1.0000,0,0.4469,0.7948,0.4469,0.7948
s2497_maximum_star_sum_of_a_graph,Maximum Star Sum of a Graph,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2471_minimum_number_of_operations_to_sort_a_binary_tree_by_level,Minimum Number of Operations to Sort a Binary Tree by Level,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2435_paths_in_matrix_whose_sum_is_divisible_by_k,Paths in Matrix Whose Sum Is Divisible by K,5,0,1,0,0.0000,2,0.3589,0.8585,0.3589,0.8585
s2498_frog_jump_ii,Frog Jump II,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2418_sort_the_people,Sort the People,5,1,5,1,1.0000,0,0.2636,0.7745,0.2636,0.7745
s2481_minimum_cuts_to_divide_a_circle,Minimum Cuts to Divide a Circle,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2420_find_all_good_indices,Find All Good Indices,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2414_length_of_the_longest_alphabetical_continuous_substring,Length of the Longest Alphabetical Continuous Substring,5,1,5,1,1.0000,0,0.5343,0.9044,0.5343,0.9044
s2469_convert_the_temperature,Convert the Temperature,5,1,5,1,1.0000,0,0.6312,0.9625,0.6312,0.9625
s2485_find_the_pivot_integer,Find the Pivot Integer,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2467_most_profitable_path_in_a_tree,Most Profitable Path in a Tree,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2437_number_of_valid_clock_times,Number of Valid Clock Times,5,1,4,1,1.0000,0,0.2531,0.8425,0.2531,0.8425
s2472_maximum_number_of_non_overlapping_palindrome_substrings,Maximum Number of Non-overlapping Palindrome Substrings,5,0,3,1,1.0000,2,0.3706,0.8568,0.3706,0.8568
s2478_number_of_beautiful_partitions,Number of Beautiful Partitions,5,1,4,1,1.0000,0,0.2678,0.8395,0.2678,0.8395
s2491_divide_players_into_teams_of_equal_skill,Divide Players Into Teams of Equal Skill,5,1,2,1,1.0000,0,0.4460,0.8274,0.4460,0.8274
s2440_create_components_with_same_value,Create Components With Same Value,5,1,2,1,1.0000,0,0.3473,0.7928,0.3473,0.7928
s2448_minimum_cost_to_make_array_equal,Minimum Cost to Make Array Equal,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2483_minimum_penalty_for_a_shop,Minimum Penalty for a Shop,5,1,2,1,1.0000,0,0.5147,0.8769,0.5147,0.8769
s2465_number_of_distinct_averages,Number of Distinct Averages,5,1,5,1,1.0000,0,0.6649,0.8470,0.6649,0.8470
s2457_minimum_addition_to_make_integer_beautiful,Minimum Addition to Make Integer Beautiful,5,0,1,1,1.0000,2,0.3405,0.8775,0.3405,0.8775
s2407_longest_increasing_subsequence_ii,Longest Increasing Subsequence II,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2439_minimize_maximum_of_array,Minimize Maximum of Array,5,1,5,1,1.0000,0,0.7745,0.9813,0.7745,0.9813
s2421_number_of_good_paths,Number of Good Paths,5,1,2,1,1.0000,0,0.3473,0.7924,0.3473,0.7924
s2429_minimize_xor,Minimize XOR,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2496_maximum_value_of_a_string_in_an_array,Maximum Value of a String in an Array,5,1,5,1,1.0000,0,0.3873,0.8787,0.3873,0.8787
s2493_divide_nodes_into_the_maximum_number_of_groups,Divide Nodes Into the Maximum Number of Groups,5,0,0,0,0.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2454_next_greater_element_iv,Next Greater Element IV,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
s2402_meeting_rooms_iii,Meeting Rooms III,5,0,0,1,1.0000,N/A,0.0000,0.0000,0.0000,0.0000
